index,Target_ID,Target_Class,Frame,Px,Py,Wx,Wy,Time,RWx_m,RWy_m,t,Vx,Vy,ax,ay,jerkx,jerky,SPF,FPS,real_world_len,real_world_wide
7247,180,bicycleperson,1540,714,128,975.8658076266436,26.88663685223556,154.0,26.244944465290864,-2.381434735347456,1.0,0.0,-0.018822706648053966,-0.049549332360513176,-0.0037225677770607035,-0.049549332360513176,-0.0037225677770607035,0.09999999999999999,10.0,40,2.3
7257,180,bicycleperson,1550,714,128,975.8658076266436,26.88663685223556,155.0,26.24609185872862,-2.402923051525661,1.0,0.001147393437754829,-0.021488316178205125,0.001147393437754829,-0.0026656095301511584,0.001147393437754829,-0.0026656095301511584,0.09999999999999999,10.0,40,2.3
7272,180,bicycleperson,1570,710,126,966.2947531851136,28.780860119505206,157.0,25.94982207898613,-2.4372351000318093,2.0,-0.148134889871244,-0.017156024253074165,-0.07464114165449942,0.00216614596256548,-0.07464114165449942,0.00216614596256548,0.09999999999999999,10.0,40,2.3
7282,180,bicycleperson,1580,714,126,964.7475348812349,25.466054654485028,158.0,25.92506350748355,-2.462327967119292,1.0,-0.02475857150258065,-0.025092867087482595,0.12337631836866336,-0.00793684283440843,0.12337631836866336,-0.00793684283440843,0.09999999999999999,10.0,40,2.3
7292,180,bicycleperson,1590,714,128,975.8658076266436,26.88663685223556,159.0,26.038866619450182,-2.489801942527118,1.0,0.11380311196663229,-0.027473975407826146,0.13856168346921294,-0.00238110832034355,0.13856168346921294,-0.00238110832034355,0.09999999999999999,10.0,40,2.3
7302,180,bicycleperson,1600,716,127,969.5955479918166,24.537758693484555,160.0,26.151739939427216,-2.5175122858068626,1.0,0.11287331997703376,-0.02771034327974453,-0.0009297919895985274,-0.00023636787191838593,-0.0009297919895985274,-0.00023636787191838593,0.09999999999999999,10.0,40,2.3
7311,180,bicycleperson,1610,719,128,973.983743933013,22.80830394767528,161.0,26.147620187825055,-2.5421223631405527,1.0,-0.004119751602161159,-0.02461007733369014,-0.11699307157919492,0.0031002659460543924,-0.11699307157919492,0.0031002659460543924,0.09999999999999999,10.0,40,2.3
7321,180,bicycleperson,1620,727,130,981.8135596763808,17.819816485027864,162.0,26.261368487148214,-2.5648956284012576,1.0,0.11374829932315933,-0.02277326526070489,0.11786805092532049,0.00183681207298525,0.11786805092532049,0.00183681207298525,0.09999999999999999,10.0,40,2.3
7331,180,bicycleperson,1630,724,128,972.093909807342,18.713132926115414,163.0,26.271066911503688,-2.586608457582795,1.0,0.009698424355473634,-0.021712829181537163,-0.1040498749676857,0.0010604360791677259,-0.1040498749676857,0.0010604360791677259,0.09999999999999999,10.0,40,2.3
7350,180,bicycleperson,1650,727,128,970.9562594808156,16.24790458328099,165.0,26.11207565343257,-2.6343028636050185,2.0,-0.07949562903555929,-0.023847203011111873,-0.04459702669551646,-0.0010671869147873547,-0.04459702669551646,-0.0010671869147873547,0.09999999999999999,10.0,40,2.3
7360,180,bicycleperson,1660,728,129,976.0613831398304,16.2260653155016,166.0,26.185270506790317,-2.6556970584753583,1.0,0.073194853357748,-0.021394194870339778,0.1526904823933073,0.002453008140772095,0.1526904823933073,0.002453008140772095,0.09999999999999999,10.0,40,2.3
7370,180,bicycleperson,1670,727,129,976.4354449746276,17.041177011459702,167.0,26.25137708021655,-2.6778844202506242,1.0,0.06610657342623227,-0.022187361775265924,-0.0070882799315157285,-0.0007931669049261458,-0.0070882799315157285,-0.0007931669049261458,0.09999999999999999,10.0,40,2.3
7380,180,bicycleperson,1680,727,128,970.9562594808156,16.24790458328099,168.0,26.1650448054602,-2.700409550495537,1.0,-0.08633227475634797,-0.022525130244912983,-0.15243884818258024,-0.00033776846964705953,-0.15243884818258024,-0.00033776846964705953,0.09999999999999999,10.0,40,2.3
7390,180,bicycleperson,1690,729,129,975.6870146736748,15.410285444435718,169.0,26.155697647928534,-2.719959984690537,1.0,-0.009347157531667705,-0.01955043419499969,0.07698511722468027,0.0029746960499132946,0.07698511722468027,0.0029746960499132946,0.09999999999999999,10.0,40,2.3
7400,180,bicycleperson,1700,729,129,975.6870146736748,15.410285444435718,170.0,26.240396154345827,-2.7338120368674748,1.0,0.08469850641729337,-0.013852052176937857,0.09404566394896108,0.005698382018061832,0.09404566394896108,0.005698382018061832,0.09999999999999999,10.0,40,2.3
7585,183,bicycleperson,1600,602,56,35.94213618520936,136.72215064553285,160.0,8.976128967775542,-3.7577717282930654,,-1.7397095053009677,0.4113632994723462,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
7605,183,bicycleperson,1640,598,61,212.0965671862068,140.10919580964068,164.0,2.0172909465716717,-2.1123185304036807,4.0,-1.7397095053009677,0.4113632994723462,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
7615,183,bicycleperson,1650,599,62,239.75239699110264,137.48710480074533,165.0,3.309460520074928,-1.33792190736655,1.0,1.2921695735032572,0.7743966230371304,3.031879078804225,0.36303332356478424,3.031879078804225,0.36303332356478424,0.09999999999999999,10.0,40,2.3
7625,183,bicycleperson,1660,600,63,266.2833912977002,134.9716611449536,166.0,3.5233684792832705,-0.6166028834900532,1.0,0.21390795920834194,0.7213190238764967,-1.0782616142949153,-0.053077599160633704,-1.0782616142949153,-0.053077599160633704,0.09999999999999999,10.0,40,2.3
7635,183,bicycleperson,1670,600,65,319.0589963581489,133.60425125821578,167.0,4.9975265243865685,0.03186810238017838,1.0,1.474158045103298,0.6484709858702314,1.2602500858949561,-0.07284803800626527,1.2602500858949561,-0.07284803800626527,0.09999999999999999,10.0,40,2.3
7645,183,bicycleperson,1680,598,66,346.57833149509906,136.2521616982683,168.0,6.079487695791877,0.5872385555837211,1.0,1.0819611714053075,0.5553704532035426,-0.3921968736979906,-0.09310053266668883,-0.3921968736979906,-0.09310053266668883,0.09999999999999999,10.0,40,2.3
7655,183,bicycleperson,1690,598,69,415.110348166672,134.28661397228632,169.0,8.28424667161205,1.0300013986796266,1.0,2.204758975820174,0.4427628430959054,1.1227978044148665,-0.1126076101076372,1.1227978044148665,-0.1126076101076372,0.09999999999999999,10.0,40,2.3
7896,184,bicycleperson,1480,525,156,1142.9114119524445,156.31742787575936,148.0,30.27576067333049,1.840611076113407,,-1.3919406039527153,-0.02851261789487647,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
7906,184,bicycleperson,1490,538,122,1008.7119109955548,163.7376611919892,149.0,28.883820069377773,1.8120984582185304,1.0,-1.3919406039527153,-0.02851261789487647,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
7938,195,bicycleperson,1660,424,269,1336.1855097182683,164.0747460333039,166.0,38.35581595879645,2.0420499855631657,,-2.5321330222726033,-0.1234627868706033,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
7948,195,bicycleperson,1670,473,203,1253.451086309768,164.9083299391184,167.0,35.823682936523845,1.9185871986925624,1.0,-2.5321330222726033,-0.1234627868706033,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
7958,195,bicycleperson,1680,508,168,1178.5261079635648,160.96652986157204,168.0,33.38759061311389,1.815545898393783,1.0,-2.4360923234099516,-0.10304130029877934,0.09604069886265165,0.020421486571823966,0.09604069886265165,0.020421486571823966,0.09999999999999999,10.0,40,2.3
7968,195,bicycleperson,1690,530,139,1085.43638316506,160.48531508282142,169.0,30.844169451132373,1.7450329142114254,1.0,-2.54342116198152,-0.07051298418235774,-0.1073288385715685,0.032528316116421596,-0.1073288385715685,0.032528316116421596,0.09999999999999999,10.0,40,2.3
7978,195,bicycleperson,1700,543,122,1006.9266519182448,160.002222585551,170.0,28.33414292193229,1.6956483680401335,1.0,-2.5100265292000827,-0.04938454617129184,0.033394632781437394,0.021128438011065898,0.033394632781437394,0.021128438011065898,0.09999999999999999,10.0,40,2.3
8778,206,bicycleperson,2570,580,66,370.58634461594727,165.3555350778528,257.0,7.747950869679215,1.5624230188883634,,0.5473180249058114,0.07022544302371392,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
8788,206,bicycleperson,2580,580,68,415.5462903890145,162.9394826058804,258.0,8.295268894585027,1.6326484619120774,1.0,0.5473180249058114,0.07022544302371392,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
8798,206,bicycleperson,2590,578,70,459.5219700296423,163.6536294682665,259.0,9.631118881868955,1.6943422718185506,1.0,1.335849987283929,0.06169380990647322,0.7885319623781175,-0.0085316331172407,0.7885319623781175,-0.0085316331172407,0.09999999999999999,10.0,40,2.3
8808,206,bicycleperson,2600,577,71,480.2805454612766,163.99074015383752,260.0,10.668576357850164,1.742237951804905,1.0,1.037457475981208,0.047895679986354356,-0.2983925113027208,-0.013798129920118862,-0.2983925113027208,-0.013798129920118862,0.09999999999999999,10.0,40,2.3
8818,206,bicycleperson,2610,576,71,481.3862778118007,165.43656096756996,261.0,11.631698534729535,1.7718496492945608,1.0,0.9631221768793718,0.029611697489655864,-0.07433529910183623,-0.018283982496698492,-0.07433529910183623,-0.018283982496698492,0.09999999999999999,10.0,40,2.3
8828,206,bicycleperson,2620,573,74,539.1641140780986,166.29930492247547,262.0,12.675349369762687,1.7871911162221001,1.0,1.0436508350331497,0.015341466927539349,0.08052865815377785,-0.014270230562116515,0.08052865815377785,-0.014270230562116515,0.09999999999999999,10.0,40,2.3
8838,206,bicycleperson,2630,572,77,589.3001111196152,164.4749895227065,263.0,14.039287655154048,1.7866823917223376,1.0,1.3639382853913613,-0.0005087244997625806,0.3202874503582116,-0.01585019142730193,0.3202874503582116,-0.01585019142730193,0.09999999999999999,10.0,40,2.3
8848,206,bicycleperson,2640,569,79,622.1098702991636,166.2939897716953,264.0,15.274123283198676,1.7741146245879513,1.0,1.2348356280446282,-0.012567767134386232,-0.1291026573467331,-0.012059042634623651,-0.1291026573467331,-0.012059042634623651,0.09999999999999999,10.0,40,2.3
8858,206,bicycleperson,2650,568,81,651.1778375315831,165.5607263149302,265.0,15.907471759792012,1.7454865265548123,1.0,0.6333484765933353,-0.028628098033139038,-0.601487151451293,-0.016060330898752806,-0.601487151451293,-0.016060330898752806,0.09999999999999999,10.0,40,2.3
8868,206,bicycleperson,2660,566,83,679.2877387320125,166.05395636278135,266.0,16.770542793424426,1.7020611320499808,1.0,0.8630710336324139,-0.043425394504831516,0.22972255703907862,-0.014797296471692478,0.22972255703907862,-0.014797296471692478,0.09999999999999999,10.0,40,2.3
8878,206,bicycleperson,2670,565,86,716.940104469618,164.4774058618161,267.0,17.701803945213932,1.6663661063947774,1.0,0.9312611517895064,-0.03569502565520333,0.06819011815709253,0.007730368849628189,0.06819011815709253,0.007730368849628189,0.09999999999999999,10.0,40,2.3
8888,206,bicycleperson,2680,563,88,741.2262770870094,164.96697896819492,268.0,18.911087545069634,1.6437853036546894,1.0,1.209283599855702,-0.022580802740088002,0.2780224480661957,0.013114222915115326,0.2780224480661957,0.013114222915115326,0.09999999999999999,10.0,40,2.3
8898,206,bicycleperson,2690,563,93,793.2573194581813,160.92924106673345,269.0,20.16550964585097,1.618397625637115,1.0,1.254422100781337,-0.025387678017574355,0.04513850092563487,-0.0028068752774863537,0.04513850092563487,-0.0028068752774863537,0.09999999999999999,10.0,40,2.3
8908,206,bicycleperson,2700,562,97,830.912346538152,159.03440774466185,270.0,21.156613071356603,1.6016664291205425,1.0,0.9911034255056315,-0.016731196516572622,-0.2633186752757055,0.008656481501001734,-0.2633186752757055,0.008656481501001734,0.09999999999999999,10.0,40,2.3
8918,206,bicycleperson,2710,563,101,864.0153444670573,155.4382428781369,271.0,22.436770534528357,1.5906086029882651,1.0,1.2801574631717543,-0.011057826132277349,0.2890540376661228,0.005673370384295273,0.2890540376661228,0.005673370384295273,0.09999999999999999,10.0,40,2.3
8928,206,bicycleperson,2720,560,106,903.3855440147512,155.15968901479332,272.0,23.540051631841568,1.5904196848041314,1.0,1.1032810973132108,-0.00018891818413369066,-0.1768763658585435,0.010868907948143658,-0.1768763658585435,0.010868907948143658,0.09999999999999999,10.0,40,2.3
8938,206,bicycleperson,2730,553,111,940.3092217372878,158.26714859252743,273.0,24.639129627367378,1.604403106351715,1.0,1.099077995525807,0.013983421547583585,-0.004203101787403796,0.014172339731717276,-0.004203101787403796,0.014172339731717276,0.09999999999999999,10.0,40,2.3
8948,206,bicycleperson,2740,550,115,966.0203600124084,158.43238118930367,274.0,25.564122910695502,1.626997409562442,1.0,0.9249932833281242,0.022594303210726974,-0.17408471219768273,0.008610881663143388,-0.17408471219768273,0.008610881663143388,0.09999999999999999,10.0,40,2.3
8958,206,bicycleperson,2750,546,121,1000.6958891471152,158.2778708177617,275.0,26.489647740053723,1.6537392503244346,1.0,0.9255248293582206,0.026741840761992597,0.0005315460300963082,0.004147537551265623,0.0005315460300963082,0.004147537551265623,0.09999999999999999,10.0,40,2.3
8968,206,bicycleperson,2760,542,127,1031.5998015727814,158.1401663584459,276.0,27.507450280561176,1.6684032052499882,1.0,1.0178025405074536,0.014663954925553613,0.092277711149233,-0.012077885836438984,0.092277711149233,-0.012077885836438984,0.09999999999999999,10.0,40,2.3
8978,206,bicycleperson,2770,532,134,1065.2606872891954,161.58182637836225,277.0,28.512500413233234,1.6460340341706488,1.0,1.0050501326720571,-0.022369171079339445,-0.01275240783539644,-0.03703312600489306,-0.01275240783539644,-0.03703312600489306,0.09999999999999999,10.0,40,2.3
8988,206,bicycleperson,2780,524,142,1098.0727270272555,162.88359156672993,278.0,29.46328199161772,1.5915813993956764,1.0,0.9507815783844862,-0.05445263477497231,-0.054268554287570936,-0.03208346369563286,-0.054268554287570936,-0.03208346369563286,0.09999999999999999,10.0,40,2.3
8998,206,bicycleperson,2790,517,152,1132.8599807030655,162.55111097814444,279.0,30.445941775771622,1.5070265016972593,1.0,0.9826597841539026,-0.08455489769841718,0.03187820576941647,-0.030102262923444867,0.03187820576941647,-0.030102262923444867,0.09999999999999999,10.0,40,2.3
9008,206,bicycleperson,2800,507,161,1160.8477863709263,164.30463822354957,280.0,31.421953391925786,1.4262717426649025,1.0,0.9760116161541639,-0.08075475903235652,-0.006648167999738774,0.0038001386660606595,-0.006648167999738774,0.0038001386660606595,0.09999999999999999,10.0,40,2.3
9018,206,bicycleperson,2810,497,171,1187.8471563816488,165.44577711532108,281.0,32.321269146747724,1.3741788390403837,1.0,0.8993157548219379,-0.052092903624518794,-0.07669586133222595,0.028661855407837722,-0.07669586133222595,0.028661855407837722,0.09999999999999999,10.0,40,2.3
9028,206,bicycleperson,2820,484,185,1220.03904828005,166.34867525644057,282.0,33.218000109893566,1.346442469203901,1.0,0.896730963145842,-0.027736369836482755,-0.002584791676095932,0.02435653378803604,-0.002584791676095932,0.02435653378803604,0.09999999999999999,10.0,40,2.3
9038,206,bicycleperson,2830,477,202,1251.2673528687235,163.546738087849,283.0,34.155656461585856,1.3388381238666416,1.0,0.93765635169229,-0.007604345337259399,0.040925388546448005,0.020132024499223355,0.040925388546448005,0.020132024499223355,0.09999999999999999,10.0,40,2.3
9048,206,bicycleperson,2840,484,224,1282.1691987183428,154.47457220948888,284.0,35.107012330381494,1.3455717480872404,1.0,0.9513558687956376,0.006733624220598866,0.013699517103347603,0.014337969557858266,0.013699517103347603,0.014337969557858266,0.09999999999999999,10.0,40,2.3
9058,206,bicycleperson,2850,498,251,1311.8778188185368,143.73533823989305,285.0,36.061217902027,1.3670888241142654,1.0,0.9542055716455096,0.021517076027024906,0.00284970284987196,0.01478345180642604,0.00284970284987196,0.01478345180642604,0.09999999999999999,10.0,40,2.3
9068,206,bicycleperson,2860,509,283,1340.0899460396818,135.41775688584318,286.0,36.96971870056873,1.4065917533400976,1.0,0.9085007985417235,0.039502929225832206,-0.04570477310378607,0.0179858531988073,-0.04570477310378607,0.0179858531988073,0.09999999999999999,10.0,40,2.3
9078,206,bicycleperson,2870,531,339,1376.151811421261,124.03149222479357,287.0,38.018063203197464,1.4615185214842041,1.0,1.048344502628737,0.054926768144106575,0.13984370408701352,0.015423838918274368,0.13984370408701352,0.015423838918274368,0.09999999999999999,10.0,40,2.3
9088,206,bicycleperson,2880,506,419,1413.5733996869722,124.68242223475228,288.0,39.18704740543898,1.5296947942396513,1.0,1.1689842022415178,0.06817627275544713,0.12063969961278076,0.013249504611340557,0.12063969961278076,0.013249504611340557,0.09999999999999999,10.0,40,2.3
10974,238,person,2570,726,129,976.8092005546372,17.8556213528904,257.0,26.284724846958593,-1.9869131137628806,,-0.09356068679059604,-0.41170979724463685,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
10984,238,person,2580,724,128,972.093909807342,18.713132926115414,258.0,26.191164160167997,-2.3986229110075175,1.0,-0.09356068679059604,-0.41170979724463685,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
10994,238,person,2590,723,130,983.2842839962028,21.042374698067707,259.0,26.25294421908281,-2.802463979972783,1.0,0.061780058914813196,-0.4038410689652654,0.15534074570540923,0.007868728279371462,0.15534074570540923,0.007868728279371462,0.09999999999999999,10.0,40,2.3
11004,238,person,2600,722,130,983.6512206454952,21.84638310188921,260.0,26.479709041518518,-3.1886214822670222,1.0,0.22676482243570817,-0.38615750229423895,0.16498476352089497,0.01768356667102644,0.16498476352089497,0.01768356667102644,0.09999999999999999,10.0,40,2.3
11014,238,person,2610,725,129,977.1826502558146,18.669399159030448,261.0,26.427409224246272,-3.5455157120325715,1.0,-0.052299817272245974,-0.3568942297655493,-0.27906463970795414,0.029263272528689654,-0.27906463970795414,0.029263272528689654,0.09999999999999999,10.0,40,2.3
11024,238,person,2620,752,131,977.9315511923012,-1.600283641537717,262.0,26.135590862471176,-3.861827988828074,1.0,-0.29181836177509624,-0.31631227679550245,-0.23951854450285026,0.04058195297004685,-0.23951854450285026,0.04058195297004685,0.09999999999999999,10.0,40,2.3
11034,238,person,2630,802,137,991.1728646236526,-35.48179917406185,263.0,26.596244095514255,-4.132019842134225,1.0,0.4606532330430788,-0.27019185330615114,0.752471594818175,0.0461204234893513,0.752471594818175,0.0461204234893513,0.09999999999999999,10.0,40,2.3
11044,238,person,2640,843,139,986.8682638216064,-65.83625142463481,264.0,26.677340574528316,-4.340244885331339,1.0,0.08109647901406092,-0.208225043197114,-0.3795567540290179,0.06196681010903715,-0.3795567540290179,0.06196681010903715,0.09999999999999999,10.0,40,2.3
11172,239,person,2570,386,444,1427.6593362539995,146.06748873908893,257.0,39.67683950285933,1.8043320649903238,,-1.3595062829091145,0.03167550363724958,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
11204,252,person,2640,577,74,535.1382602737679,160.8125511722535,264.0,13.758844703960524,1.7751929345215924,,-1.3595062829091145,0.03167550363724958,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
11214,252,person,2650,575,69,442.68019482169296,169.2980458217235,265.0,12.399338421051407,1.806868438158842,1.0,-1.3595062829091145,0.03167550363724958,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
11221,252,person,2660,573,64,331.759648849088,179.47796571042937,266.0,9.03197339387956,1.836597542866021,1.0,-3.3673650271718465,0.029729104707179044,-2.007858744262732,-0.0019463989300705364,-2.007858744262732,-0.0019463989300705364,0.09999999999999999,10.0,40,2.3
11231,252,person,2670,572,68,425.2892624274143,175.12650879525864,267.0,8.119475999883361,1.878749132125796,1.0,-0.9124973939961993,0.042151589259775024,2.454867633175647,0.01242248455259598,2.454867633175647,0.01242248455259598,0.09999999999999999,10.0,40,2.3
11246,252,person,2730,558,69,462.4042315358632,194.34594600974296,273.0,10.711676668634745,1.9394074881122347,6.0,0.4320334447918969,0.010109725997739774,0.22408847313134939,-0.005340310543672542,0.22408847313134939,-0.005340310543672542,0.09999999999999999,10.0,40,2.3
11258,252,person,2770,545,97,840.4013314069174,175.59621190276224,277.0,18.97845473133074,1.9838500778035453,4.0,2.0666945156739986,0.011110647422827635,0.4086652677205254,0.0002502303562719652,0.4086652677205254,0.0002502303562719652,0.09999999999999999,10.0,40,2.3
11265,252,person,2830,585,91,758.9830808709141,138.89438819092138,283.0,22.700128148559973,2.007395133882335,6.0,0.6202789028715389,0.00392417601313159,-0.24106926880041,-0.0011977452349493409,-0.24106926880041,-0.0011977452349493409,0.09999999999999999,10.0,40,2.3
11276,252,person,2860,530,99,865.149462788575,187.90888107003963,286.0,22.22234479456459,2.039927836523137,3.0,-0.15926111799846035,0.010844234213600737,-0.2598466736233331,0.002306686066823049,-0.2598466736233331,0.002306686066823049,0.09999999999999999,10.0,40,2.3
11282,252,person,2870,528,109,938.2860579218788,180.5845199419554,287.0,23.665984686454443,2.054991205072117,1.0,1.4436398918898483,0.015063368548979827,1.6029010098883087,0.00421913433537909,1.6029010098883087,0.00421913433537909,0.09999999999999999,10.0,40,2.3
11295,252,person,2920,484,139,1098.1366252599053,189.64625175357017,292.0,29.20172824384776,2.0799820279340864,5.0,1.1071487114786636,0.004998164572393904,-0.06729823608223695,-0.0020130407953171847,-0.06729823608223695,-0.0020130407953171847,0.09999999999999999,10.0,40,2.3
11306,253,bicycleperson,2650,574,70,464.084268269954,169.53361995646392,265.0,12.136376498849476,1.4359019919804032,,0.8197684295959347,-0.011363285336345674,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
11313,253,bicycleperson,2670,571,69,447.3700378742135,175.25375977517706,267.0,13.775913358041343,1.413175421307712,2.0,0.8197684295959347,-0.011363285336345674,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
11390,253,bicycleperson,2890,594,72,480.7314329254404,138.39156326190525,289.0,1.8632105112620037,0.9653256950977763,22.0,-0.5414864930354246,-0.020356805736815253,-0.061875223755970876,-0.0004087963818395263,-0.061875223755970876,-0.0004087963818395263,0.09999999999999999,10.0,40,2.3
11420,253,bicycleperson,2920,591,79,602.7647738871136,138.20331693271388,292.0,14.02029552817042,0.868041225495896,1.0,1.1544482881717961,-0.024130347379969108,0.08854507281071733,0.00939729836744474,0.08854507281071733,0.00939729836744474,0.09999999999999999,10.0,40,2.3
11430,253,bicycleperson,2930,590,81,632.866733352843,138.33648057661787,293.0,15.29642568170116,0.8479014439381521,1.0,1.2761301535307403,-0.020139781557743874,0.12168186535894421,0.003990565822225234,0.12168186535894421,0.003990565822225234,0.09999999999999999,10.0,40,2.3
11440,253,bicycleperson,2940,590,82,646.8122836720089,137.78157889562104,294.0,16.067870758267983,0.8515195027328973,1.0,0.7714450765668222,0.0036180587947451937,-0.5046850769639182,0.023757840352489068,-0.5046850769639182,0.023757840352489068,0.09999999999999999,10.0,40,2.3
11450,253,bicycleperson,2950,589,89,734.490455754136,135.4410622339579,295.0,17.877949370955445,0.8513761863825874,1.0,1.8100786126874624,-0.00014331635030995216,1.0386335361206402,-0.003761375145055146,1.0386335361206402,-0.003761375145055146,0.09999999999999999,10.0,40,2.3
11460,253,bicycleperson,2960,586,92,768.7817408031128,137.33360755106358,296.0,19.368150556518895,0.8332214080346433,1.0,1.4902011855634498,-0.0181547783479441,-0.31987742712401257,-0.01801146199763415,-0.31987742712401257,-0.01801146199763415,0.09999999999999999,10.0,40,2.3
11470,253,bicycleperson,2970,584,97,818.3746459608168,137.15146194734822,297.0,20.59721312221853,0.8321347050430637,1.0,1.2290625656996355,-0.0010867029915795356,-0.26113861986381437,0.017068075356364565,-0.26113861986381437,0.017068075356364565,0.09999999999999999,10.0,40,2.3
11480,253,bicycleperson,2980,582,102,862.1536564011355,136.99066970778557,298.0,22.2499093569873,0.8426843085883988,1.0,1.6526962347687686,0.010549603545335073,0.42363366906913313,0.011636306536914609,0.42363366906913313,0.011636306536914609,0.09999999999999999,10.0,40,2.3
11490,253,bicycleperson,2990,582,108,907.2428025154708,134.69368985899885,299.0,23.577332992125108,0.8619700272906899,1.0,1.3274236351378086,0.01928571870229112,-0.32527259963096,0.008736115156956048,-0.32527259963096,0.008736115156956048,0.09999999999999999,10.0,40,2.3
11500,253,bicycleperson,3000,582,114,946.8556289925294,132.67569058395023,300.0,24.772876724910443,0.8841428481854132,1.0,1.1955437327853318,0.022172820894723277,-0.13187990235247682,0.002887102192432156,-0.13187990235247682,0.002887102192432156,0.09999999999999999,10.0,40,2.3
11510,253,bicycleperson,3010,579,121,988.51594056179,132.94783799300026,301.0,25.938424854557407,0.8950739157991472,1.0,1.1655481296469645,0.010931067613733969,-0.029995603138367244,-0.011241753280989308,-0.029995603138367244,-0.011241753280989308,0.09999999999999999,10.0,40,2.3
11520,253,bicycleperson,3020,575,129,1029.9390259051256,133.62990789804954,302.0,27.176984150945174,0.8833688246893632,1.0,1.2385592963877663,-0.011705091109784016,0.07301116674080177,-0.022636158723517985,0.07301116674080177,-0.022636158723517985,0.09999999999999999,10.0,40,2.3
11530,253,bicycleperson,3030,568,138,1070.7042292017736,135.9575934398421,303.0,28.54514664805445,0.8715586692173027,1.0,1.3681624971092745,-0.011810155472060435,0.12960320072150822,-0.00010506436227641913,0.12960320072150822,-0.00010506436227641913,0.09999999999999999,10.0,40,2.3
11540,253,bicycleperson,3040,565,145,1097.7433403641198,135.99913410770804,304.0,29.704601528976884,0.8784453757915375,1.0,1.1594548809224356,0.0068867065742347355,-0.20870761618683886,0.01869686204629517,-0.20870761618683886,0.01869686204629517,0.09999999999999999,10.0,40,2.3
11550,253,bicycleperson,3050,560,114,955.9995705895952,150.85406332120334,305.0,27.999539027652006,0.9026810883356184,1.0,-1.7050625013248784,0.024235712544080967,-2.864517382247314,0.017349005969846232,-2.864517382247314,0.017349005969846232,0.09999999999999999,10.0,40,2.3
11570,253,bicycleperson,3070,512,197,1237.6151490511586,149.87634564321647,307.0,33.67310787126503,0.9909513380252939,1.0,2.1332795524999995,0.05054511277170981,-1.4070097386130271,0.01281997585374417,-1.4070097386130271,0.01281997585374417,0.09999999999999999,10.0,40,2.3
11580,253,bicycleperson,3080,499,222,1277.6290220390156,149.17091627598725,308.0,34.93420552256435,1.0488332640665905,1.0,1.2610976512993162,0.057881926041296605,-0.8721819012006833,0.007336813269586795,-0.8721819012006833,0.007336813269586795,0.09999999999999999,10.0,40,2.3
11590,253,bicycleperson,3090,492,258,1319.5213559851136,144.5288524653229,309.0,36.22814804212416,1.1155187080701279,1.0,1.2939425195598133,0.06668544400353738,0.03284486826049715,0.00880351796224077,0.03284486826049715,0.00880351796224077,0.09999999999999999,10.0,40,2.3
11600,253,bicycleperson,3100,481,307,1360.153183421709,140.44736780179596,310.0,37.507836480953664,1.1891836281611257,1.0,1.2796884388295027,0.07366492009099779,-0.014254080730310648,0.006979476087460412,-0.014254080730310648,0.006979476087460412,0.09999999999999999,10.0,40,2.3
11610,253,bicycleperson,3110,460,391,1405.3770568185269,136.37929111520245,311.0,38.81221720992469,1.2670314979712722,1.0,1.3043807289710259,0.07784786981014657,0.024692290141523188,0.0041829497191487874,0.024692290141523188,0.0041829497191487874,0.09999999999999999,10.0,40,2.3
11707,262,person,2790,395,402,1413.1741717677337,148.94507258497535,279.0,39.74053693021583,1.5065154855567484,,-0.28120878216039813,-0.08295249967747309,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
11717,262,person,2800,403,371,1400.2364959651052,151.19473579747572,280.0,39.459328148055434,1.4235629858792753,1.0,-0.28120878216039813,-0.08295249967747309,0.0,0.0,0.0,0.0,0.09999999999999999,10.0,40,2.3
11727,262,person,2810,421,347,1387.811003660312,150.38125233470683,281.0,39.05256604779883,1.3483881513395648,1.0,-0.4067621002566071,-0.07517483453971052,-0.12555331809620895,0.007777665137762568,-0.12555331809620895,0.007777665137762568,0.09999999999999999,10.0,40,2.3
11737,262,person,2820,421,328,1377.6106000447792,153.28679821043224,282.0,38.67607127645515,1.247552990146363,1.0,-0.3764947713436797,-0.1008351611932019,0.030267328912927383,-0.025660326653491383,0.030267328912927383,-0.025660326653491383,0.09999999999999999,10.0,40,2.3
