loss,K,loss_ik,loss_k_mean,params,ITERATION,si_mean,si_std,si_group,n_boundary,levels,train_time,labels,si_sample
1.0,5,0.6158205939017377,0.6158205939017377,"{'algo': 'FuzzCMeans', 'm': 35, 'num_clusters_F': 5}",11,0.48387188543502047,0.19938495867351633,"[['0', 0.5107954699643645], ['1', 0.795700479338117], ['2', 0.42578169107195335], ['3', 0.24789715270223406], ['4', 0.4391846340984334]]",5,"{'2': 14, '1': 25, '0': 11, '4': 25, '3': 19}",0.022580099999998993,"[3 2 1 2 1 2 3 4 0 2 3 0 3 1 4 2 1 3 1 2 1 2 2 2 2 0 0 3 3 0 0 1 0 2 2 3 2
 1 4 2 2 1 3 4 4 4 1 4 4 1 4 4 4 2 0 4 0 2 4 2 2 3 0 0 4 2 4 2 3 3 0 0 4 4
 3 4 4 4 0 4 0 3 0 4 4 2 0 2 2 0 4 2 0 4]","[ 0.39371084  0.86581769  0.65107318  0.87355463  0.66098586  0.85724225
  0.40018597  0.43302113  0.28095847  0.87303151  0.63163132  0.32039828
  0.1066563   0.69434336  0.44146459  0.85356184  0.29118442  0.43224698
  0.71340408  0.86626481  0.70120301  0.87248986  0.60380498  0.78116008
  0.76246519  0.22395954  0.16994804  0.44768067  0.5101996   0.32675959
  0.05076634  0.70873737  0.27230975  0.86805847  0.86871673  0.56370589
  0.85989538 -0.05083804  0.57926836  0.84627877  0.86557624  0.53854731
  0.59420381  0.44136034  0.39867335  0.15525925  0.04634945  0.53058622
  0.56050256  0.66376017  0.2999378   0.5160634   0.55625352  0.86980303
 -0.0431921   0.4164549   0.157185    0.81662348  0.59574737  0.86794725
  0.86794725  0.44138606  0.4501202   0.35726382  0.46441389  0.81771718
  0.59340087  0.79828334  0.63325057  0.40531507  0.29378353  0.04227812
  0.50542625  0.32249974  0.41234465  0.1888017   0.50305416  0.47168028
  0.38855219  0.23884785 -0.02963783 -0.01157404  0.48224474  0.25605178
  0.33209532  0.82324994  0.48717817  0.39017384  0.86897703  0.37174959
  0.58294751  0.25387121  0.10742049  0.59580371]"
0.9058808389625868,4,0.37489577622258247,0.4138466783908494,"{'algo': 'Birch', 'branching_factor': 30, 'num_clusters_B': 4, 'threshold': 9}",12,0.6730716451664673,0.0959348427780996,"[['0', 0.5506244184785697], ['1', 0.7546161839793776], ['2', 0.7441744061873415], ['3', 0.6428715720205807]]",0,"{'3': 58, '2': 22, '1': 9, '0': 5}",0.004074500000001535,"[0 3 2 3 2 3 0 0 0 3 0 0 0 2 0 3 1 0 2 3 2 3 1 3 3 0 0 0 0 0 0 2 0 3 3 0 3
 1 0 3 3 2 0 0 0 0 2 0 0 2 0 0 0 3 0 0 0 3 0 3 3 0 0 0 0 3 0 3 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 3 0 1 3 0 0 1 0 0]","[-0.39155378  0.78207946  0.81789615  0.79872146  0.83095599  0.76169779
 -0.39165479  0.75087265  0.78295967  0.79778185  0.21914607  0.79517799
  0.60557937  0.63068392  0.75250704  0.75409363  0.4940588   0.50218884
  0.79307346  0.7830905   0.77519043  0.79717448  0.2565347   0.61276211
  0.57863441  0.78488747  0.65794044  0.43372971  0.4294353   0.77737565
  0.7698016   0.71931093  0.79034115  0.78727116  0.78887586  0.10211063
  0.76792417  0.70609786  0.77517027  0.73680643  0.78117228  0.78879066
 -0.17536076  0.74688979  0.7644261   0.79838973  0.61453241  0.77099821
  0.75857421  0.8211117   0.80187688  0.79504205  0.75732917  0.79143298
  0.79985322  0.77426702  0.71564405  0.67826992  0.76991062  0.78699907
  0.78699907  0.42775061  0.70551878  0.76969594  0.75422622  0.68151349
  0.7678451   0.64448925  0.16048163  0.52006057  0.75699111  0.78318499
  0.7639509   0.80034917  0.48336059  0.79579559  0.79252477  0.78914998
  0.79143069  0.78548955  0.73628413  0.61948938  0.75044669  0.78037499
  0.79254271  0.68634665  0.7516801   0.61502346  0.7877009   0.79128771
  0.77447456  0.68140727  0.64233303  0.77597615]"
1.0282002053569312,4,0.42853845783633704,0.41678503427994695,"{'algo': 'FuzzCMeans', 'm': 27, 'num_clusters_F': 4}",13,0.6357755145416293,0.1286279447559326,"[['0', 0.6386060048611868], ['1', 0.4602278772630707], ['2', 0.7662637461890992], ['3', 0.6780044298531605]]",1,"{'1': 17, '2': 26, '0': 10, '3': 41}",0.009005999999999403,"[2 0 1 0 1 0 2 3 3 0 2 3 2 1 3 0 1 2 1 0 1 0 0 0 0 3 2 2 2 3 3 1 3 0 0 2 0
 0 3 0 0 1 2 3 3 3 1 3 3 1 3 3 3 0 3 3 3 0 3 0 0 2 2 3 3 0 3 0 2 2 3 3 3 3
 2 3 3 3 3 3 3 2 3 3 3 0 3 0 0 3 3 0 2 3]","[ 0.24780297  0.85688966  0.74050424  0.86375864  0.75183106  0.84889118
  0.25302104  0.69045106  0.63612366  0.86329426  0.66972562  0.67412265
  0.46970885  0.73868747  0.69486359  0.84488746  0.20792987  0.58141951
  0.78004455  0.85730656  0.76678046  0.86295653  0.62947724  0.77660051
  0.75893653  0.6553313   0.28648843  0.55692845  0.62982561  0.59927235
  0.63479276  0.76300211  0.66054606  0.85891299  0.85952574  0.60668784
  0.85085056  0.05083804  0.7533488   0.83893346  0.85662104  0.65046785
  0.49272282  0.68578583  0.70536283  0.74754404  0.23586421  0.73949708
  0.72692513  0.75094823  0.76901754  0.7778683   0.72370636  0.8605346
  0.7340271   0.72598633  0.43894632  0.81008909  0.74895011  0.85880983
  0.85880983  0.54946962 -0.03449334  0.55039477  0.70115322  0.81113586
  0.74524468  0.79279752  0.66577968  0.59527191  0.52457371  0.67705157
  0.72376791  0.76749483  0.57891296  0.74397836  0.7711799   0.76107392
  0.64303754  0.72759586  0.57335749  0.35422173  0.37144104  0.71532392
  0.75156299  0.81750052  0.37169294  0.44533055  0.85948936  0.64532525
  0.75322276  0.32967985  0.32038021  0.75723974]"
1.0,0,1.0,1,"{'algo': 'MeanShift', 'quantile': 70}",14,0,0,[],0,[],0.046664399999997386,[],[]
1.2255770123989347,3,0.532841404925178,0.434767786548312,"{'algo': 'Ward', 'n_neighbors': 5, 'num_clusters_W': 3}",15,0.619814932879955,0.30531267561026587,"[['0', 0.2676768692534091], ['1', 0.8105440464566244], ['2', 0.7812238829298317]]",0,"{'0': 26, '1': 27, '2': 41}",0.006293099999997054,"[0 1 0 1 0 1 0 2 2 1 0 2 0 0 2 1 1 0 0 1 0 1 1 1 1 2 0 0 0 2 2 0 2 1 1 0 1
 1 2 1 1 0 0 2 2 2 0 2 2 0 2 2 2 1 2 2 2 1 2 1 1 0 0 2 2 1 2 1 0 0 2 2 2 2
 0 2 2 2 2 2 2 0 2 2 2 1 2 1 1 2 2 1 0 2]","[ 0.5446067   0.88157652  0.55492824  0.8863276   0.55870199  0.87570529
  0.5467975   0.77406473  0.76321989  0.88594988  0.41426185  0.78899042
 -0.11643264  0.33543779  0.7773502   0.87241334  0.29307776  0.12696732
  0.46672215  0.8818817   0.46242314  0.88588775  0.75101568  0.8215444
  0.80832876  0.77368968 -0.29797964  0.18008095  0.24368286  0.74226965
  0.7545165   0.39789922  0.77951207  0.88306829  0.88349772  0.41937894
  0.87678884  0.47835515  0.82120568  0.86864578  0.88145097  0.56714525
  0.51492658  0.76951687  0.7889281   0.82827238  0.55743818  0.8113661
  0.79865105  0.54495185  0.84159035  0.84365982  0.79622039  0.8841986
  0.82179     0.80512038  0.62501326  0.84671363  0.81642768  0.88299573
  0.88299573  0.1795942  -0.47302207  0.71477952  0.78174789  0.84733968
  0.81338073  0.83364621  0.43742144  0.11621558  0.69404801  0.78352223
  0.79917327  0.84007426  0.14692644  0.82511795  0.83878507  0.8315926
  0.77184723  0.81130187  0.70337326 -0.20968867  0.62571953  0.80214055
  0.82775946  0.85298434  0.62694633  0.65501851  0.88328359  0.77283224
  0.82084122  0.59999782 -0.25978655  0.82382074]"
1.0498421029397385,4,0.44196416150899176,0.4209815554847878,"{'algo': 'Ward', 'n_neighbors': 25, 'num_clusters_W': 4}",16,0.6532819915790099,0.1904923061760033,"[['0', 0.818983611838496], ['1', 0.7214725631765494], ['2', 0.3791700653636682], ['3', 0.693501725937326]]",0,"{'2': 18, '1': 27, '0': 8, '3': 41}",0.010388100000000122,"[1 0 3 0 3 0 1 2 2 0 1 2 1 3 2 0 0 1 3 0 3 0 0 0 0 2 1 1 1 2 2 3 2 0 0 1 0
 0 2 0 0 3 1 2 2 2 1 2 2 3 2 2 2 0 2 2 2 0 2 0 0 1 1 2 2 0 2 0 1 1 2 2 2 2
 1 2 2 2 2 2 2 1 2 2 2 0 2 0 0 2 2 0 1 2]","[ 0.23955204  0.84215137  0.82820303  0.84852412  0.84097906  0.83448208
  0.2463582   0.70232222  0.65592378  0.8480659   0.65133625  0.69196328
  0.4076213   0.79055133  0.70658097  0.83038486 -0.2540588   0.53840259
  0.86160622  0.84255057  0.84579175  0.8478623   0.63512357  0.76480247
  0.74786162  0.67361103  0.21156508  0.5238804   0.59433047  0.621638
  0.65243676  0.8284918   0.67882714  0.84408208  0.84465912  0.58732609
  0.83609985  0.11211715  0.76299297  0.82510988  0.84191981  0.71976921
  0.48072109  0.69729676  0.71708435  0.7595127  -0.3378897   0.74961322
  0.73687736  0.83647649  0.77975412  0.78739586  0.73373072  0.84560532
  0.74720559  0.73719148  0.4657406   0.7970144   0.75845443  0.84398479
  0.84398479  0.51764006 -0.11310919  0.57597498  0.71229532  0.79796073
  0.75476548  0.78034719  0.65086463  0.54808119  0.55062055  0.69322709
  0.73427628  0.77818247  0.5367602   0.75609421  0.78099202  0.77133618
  0.66323999  0.7399132   0.59246895  0.29183826  0.41394689  0.72813516
  0.76282026  0.80463452  0.41439951  0.46705768  0.84447454  0.66522794
  0.76282402  0.36295728  0.24978222  0.76667691]"
0.9908028899338382,9,0.5860743611148297,0.5915145858667866,"{'algo': 'k-means++', 'algorithm_K': 'elkan', 'n_init_K': 91, 'num_clusters_K': 9}",17,0.4927777281905126,0.15770417861068453,"[['0', 0.6932453637216326], ['1', 0.5357574690686733], ['2', 0.7444321801958116], ['3', 0.3677146843904328], ['4', 0.28719437288810884], ['5', 0.440584712382086], ['6', 0.31693548291334994], ['7', 0.520741102212471], ['8', 0.5283941859420469]]",1,"{'3': 7, '0': 15, '2': 8, '4': 17, '6': 15, '5': 11, '8': 7, '1': 5, '7': 9}",0.696963499999999,"[3 0 2 0 2 0 3 8 1 0 3 1 7 2 8 6 4 7 2 0 2 0 4 6 6 1 7 7 7 1 1 2 1 0 0 3 6
 4 8 0 0 2 3 5 5 1 3 5 5 2 8 8 5 0 1 5 1 6 8 0 0 7 7 1 5 6 5 6 3 7 1 8 5 8
 7 8 8 8 1 8 8 7 1 8 8 0 1 4 0 1 8 4 7 8]","[ 0.62334037  0.78024766  0.75722636  0.53082807  0.77509813  0.64131747
  0.62778685  0.43373593  0.23373331  0.54449206  0.11677782  0.4024734
  0.58711812  0.68843837  0.43920099  0.26994392  0.46277145  0.59296361
  0.81399747  0.782002    0.79315554  0.76453501  0.23377584  0.69604344
  0.65134724  0.10948434  0.40466163  0.45587879  0.38314589  0.28323086
  0.17606193  0.77258767  0.41702064  0.7930769   0.79813488  0.29032747
  0.0625338   0.69916301  0.35085889  0.6618989   0.77375652  0.58402345
  0.58011717  0.63684013  0.5760034   0.06658016  0.06041763  0.31413732
  0.49705049  0.77093044  0.19502332  0.26028719  0.53700824  0.80006642
  0.20979603  0.53374923  0.18151964  0.65153155  0.07223775  0.79222431
  0.79222431  0.44298545 -0.00481654  0.48805528  0.6527357   0.66924432
  0.30468944  0.69811503  0.27523549  0.60623063  0.41369363  0.05338717
  0.63445597  0.17793874  0.49702384  0.29933863  0.44811233  0.5277703
  0.47497327  0.1693811   0.05140064  0.45539124  0.4021692   0.41923243
  0.45055397  0.49206686  0.4131585   0.60988473  0.45180908  0.48208206
  0.2848566   0.67319232  0.42584917  0.24898834]"
1.0,0,1.0,1,"{'algo': 'MeanShift', 'quantile': 85}",18,0,0,[],0,[],0.04188749999999786,[],[]
1.0291967959777486,6,0.48648199139986653,0.47268121441993327,"{'algo': 'k-means++', 'algorithm_K': 'elkan', 'n_init_K': 61, 'num_clusters_K': 6}",19,0.5854315149214536,0.14382701264264033,"[['0', 0.5443669475116962], ['1', 0.7444321801958116], ['2', 0.3677146843904328], ['3', 0.7441744061873415], ['4', 0.5233517724818683], ['5', 0.5885490987615712]]",0,"{'2': 7, '3': 22, '1': 8, '5': 41, '4': 11, '0': 5}",0.4975978999999988,"[3 2 4 2 4 2 3 1 1 2 3 1 5 4 1 2 0 5 4 2 4 2 0 2 2 1 5 5 5 1 1 4 1 2 2 3 2
 0 1 2 2 4 3 1 1 1 3 1 1 4 1 1 1 2 1 1 1 2 1 2 2 5 5 1 1 2 1 2 3 5 1 1 1 1
 5 1 1 1 1 1 1 5 1 1 1 2 1 0 2 1 1 0 5 1]","[0.62334037 0.78207946 0.75722636 0.79872146 0.77509813 0.76169779
 0.62778685 0.6299321  0.52280106 0.79778185 0.11677782 0.56816753
 0.69212349 0.68843837 0.63501117 0.75409363 0.46277145 0.59296361
 0.81399747 0.7830905  0.79315554 0.79717448 0.2565347  0.61276211
 0.57863441 0.55214979 0.57499103 0.45587879 0.38314589 0.47042048
 0.52875776 0.77258767 0.5506745  0.78727116 0.78887586 0.29032747
 0.76792417 0.70609786 0.70209595 0.73680643 0.78117228 0.58402345
 0.58011717 0.62131325 0.63859752 0.67806121 0.06041763 0.68425766
 0.67270342 0.77093044 0.70814563 0.72509209 0.66906378 0.79143298
 0.65685635 0.66215461 0.27575484 0.67826992 0.69825613 0.78699907
 0.78699907 0.44298545 0.33070749 0.38992802 0.6387033  0.68151349
 0.6936084  0.64448925 0.27523549 0.60623063 0.36428256 0.58792441
 0.66526899 0.70676553 0.49702384 0.6769212  0.71760112 0.7056652
 0.52093845 0.65887722 0.47255077 0.60073467 0.10711545 0.64691593
 0.69015793 0.68634665 0.10365476 0.61502346 0.7877009  0.52446309
 0.70207992 0.68140727 0.58008461 0.706824  ]"
1.0,0,1.0,1,"{'algo': 'MeanShift', 'quantile': 75}",20,0,0,[],0,[],0.04805270000000306,[],[]
0.7877448272084082,3,0.31985573044557974,0.40603977252262896,"{'algo': 'Birch', 'branching_factor': 30, 'num_clusters_B': 3, 'threshold': 4}",21,0.7025700625909509,0.04485158607306124,"[['0', 0.6772289523649663], ['1', 0.7543562906836466], ['2', 0.67612494472424]]",1,"{'0': 12, '1': 27, '2': 55}",0.0042983999999997025,"[2 1 2 1 2 1 2 0 0 1 0 0 0 2 0 1 1 0 2 1 2 1 1 1 1 0 0 0 0 0 0 2 0 1 1 0 1
 1 0 1 1 2 2 0 0 0 2 0 0 2 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0]","[ 0.50273632  0.8561633   0.80000873  0.8619827   0.80609245  0.84913725
  0.50374668  0.75669764  0.78688542  0.86155142  0.02861672  0.80125803
  0.55709659  0.6789076   0.75856452  0.84535068 -0.06245157  0.42583741
  0.77830206  0.85652975  0.77007004  0.86138783  0.67861043  0.78494121
  0.76930004  0.78953855  0.62537803  0.3445881   0.32314791  0.77984115
  0.77423209  0.72911783  0.79598796  0.85793968  0.8584645  -0.10325547
  0.85058998  0.26125302  0.78448522  0.84057533  0.85597086  0.77946792
  0.31671858  0.75360443  0.77198371  0.8077337   0.66134625  0.77999884
  0.76710396  0.80023297  0.8120424   0.80563265  0.76576588  0.85932473
  0.80860286  0.7827556   0.7110528   0.81468928  0.77918172  0.85785117
  0.85785117  0.33875536  0.68670539  0.77092372  0.76163703  0.81552084
  0.77714886  0.79928232 -0.05378761  0.44406461  0.75667081  0.78858025
  0.77238202  0.81049148  0.39694596  0.8044905   0.80265399  0.79865941
  0.79632496  0.79355253  0.73610667  0.57969319  0.74443202  0.78742093
  0.80152982  0.82180062  0.74586819  0.53971876  0.85829143  0.79633988
  0.78381831  0.45599313  0.60553953  0.78556571]"
0.880287004427604,3,0.34704508339930995,0.39424083469796517,"{'algo': 'Birch', 'branching_factor': 10, 'num_clusters_B': 3, 'threshold': 4}",22,0.6884278408898963,0.07094584857841246,"[['0', 0.6204045211377611], ['1', 0.7619734660102334], ['2', 0.6829055355216943]]",2,"{'0': 13, '1': 27, '2': 54}",0.006793500000000563,"[2 1 2 1 2 1 2 0 0 1 0 0 0 2 0 1 1 0 2 1 2 1 1 1 1 0 0 0 0 0 0 2 0 1 1 2 1
 1 0 1 1 2 2 0 0 0 2 0 0 2 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0]","[ 0.5242074   0.85938912  0.77266703  0.86508678  0.77814303  0.85252403
  0.52471697  0.75703029  0.78637798  0.86466848 -0.04131722  0.801574
  0.53544295  0.64185679  0.75901786  0.84882439 -0.01201232  0.39462161
  0.7445247   0.85974832  0.73677706  0.86449323  0.68834136  0.78969216
  0.77436261  0.78918589  0.60951902  0.31138626  0.27556255  0.77829884
  0.77425435  0.69277479  0.79603597  0.86111949  0.8616334   0.10325547
  0.85395019  0.2924997   0.78627546  0.84415285  0.85919255  0.75612858
  0.36119271  0.75467626  0.77331916  0.80953619  0.6564992   0.78152335
  0.76883934  0.77251505  0.81405623  0.80783783  0.76725502  0.86247676
  0.81003363  0.78438771  0.70766096  0.81881406  0.78102465  0.86103279
  0.86103279  0.30529737  0.67674101  0.76960852  0.76297161  0.8196404
  0.77901936  0.80374146 -0.12139342  0.41056315  0.75511344  0.78857917
  0.7739428   0.81249806  0.36191317  0.805845    0.80463153  0.80042161
  0.796203    0.79500896  0.73469733  0.56210898  0.7398669   0.78813264
  0.80311039  0.82578043  0.74128446  0.55569656  0.86147295  0.79626613
  0.78569764  0.47592903  0.58790299  0.78745099]"
0.837662245049524,3,0.31985573044557974,0.38184331732256754,"{'algo': 'Birch', 'branching_factor': 90, 'num_clusters_B': 3, 'threshold': 4}",23,0.7025700625909509,0.04485158607306124,"[['0', 0.6772289523649663], ['1', 0.7543562906836466], ['2', 0.67612494472424]]",1,"{'0': 12, '1': 27, '2': 55}",0.004499799999997833,"[2 1 2 1 2 1 2 0 0 1 0 0 0 2 0 1 1 0 2 1 2 1 1 1 1 0 0 0 0 0 0 2 0 1 1 0 1
 1 0 1 1 2 2 0 0 0 2 0 0 2 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0]","[ 0.50273632  0.8561633   0.80000873  0.8619827   0.80609245  0.84913725
  0.50374668  0.75669764  0.78688542  0.86155142  0.02861672  0.80125803
  0.55709659  0.6789076   0.75856452  0.84535068 -0.06245157  0.42583741
  0.77830206  0.85652975  0.77007004  0.86138783  0.67861043  0.78494121
  0.76930004  0.78953855  0.62537803  0.3445881   0.32314791  0.77984115
  0.77423209  0.72911783  0.79598796  0.85793968  0.8584645  -0.10325547
  0.85058998  0.26125302  0.78448522  0.84057533  0.85597086  0.77946792
  0.31671858  0.75360443  0.77198371  0.8077337   0.66134625  0.77999884
  0.76710396  0.80023297  0.8120424   0.80563265  0.76576588  0.85932473
  0.80860286  0.7827556   0.7110528   0.81468928  0.77918172  0.85785117
  0.85785117  0.33875536  0.68670539  0.77092372  0.76163703  0.81552084
  0.77714886  0.79928232 -0.05378761  0.44406461  0.75667081  0.78858025
  0.77238202  0.81049148  0.39694596  0.8044905   0.80265399  0.79865941
  0.79632496  0.79355253  0.73610667  0.57969319  0.74443202  0.78742093
  0.80152982  0.82180062  0.74586819  0.53971876  0.85829143  0.79633988
  0.78381831  0.45599313  0.60553953  0.78556571]"
1.0,8,0.5806670626806479,0.5806670626806479,"{'algo': 'Birch', 'branching_factor': 20, 'num_clusters_B': 8, 'threshold': 1}",24,0.513543123592276,0.18842037254584795,"[['0', 0.5443669475116962], ['1', 0.7444321801958116], ['2', 0.3677146843904328], ['3', 0.17481311909021785], ['4', 0.7441744061873415], ['5', 0.46976133394989306], ['6', 0.5668706872218219], ['7', 0.49621163019099324]]",4,"{'2': 7, '4': 22, '1': 8, '3': 28, '5': 11, '0': 5, '7': 4, '6': 9}",0.004787199999999103,"[2 0 3 0 3 0 2 4 4 0 2 4 5 3 4 0 1 5 3 0 3 0 1 0 0 4 5 5 5 4 7 3 4 0 0 2 0
 1 4 0 0 3 2 6 6 4 2 6 6 3 4 4 6 0 4 6 7 0 4 0 0 5 5 7 6 0 6 0 2 5 7 4 6 4
 5 4 4 4 4 4 4 5 4 4 4 0 4 1 0 4 4 1 5 4]","[ 0.62334037  0.78207946  0.75722636  0.79872146  0.77509813  0.76169779
  0.62778685  0.2365058   0.31778487  0.79778185  0.11677782  0.18987851
  0.6086979   0.68843837  0.23498305  0.75409363  0.46277145  0.59296361
  0.81399747  0.7830905   0.79315554  0.79717448  0.2565347   0.61276211
  0.57863441  0.41763649  0.47488052  0.45587879  0.38314589  0.29483589
  0.4568445   0.77258767 -0.07001796  0.78727116  0.78887586  0.29032747
  0.76792417  0.70609786  0.03044364  0.73680643  0.78117228  0.58402345
  0.58011717  0.63917838  0.52076493  0.04835059  0.06041763  0.42699603
  0.58678705  0.77093044  0.29847205  0.06774234  0.61385306  0.79143298
  0.08008991  0.50955257  0.50017027  0.67826992 -0.23579139  0.78699907
  0.78699907  0.44298545  0.18943978  0.51921666  0.66899968  0.68151349
  0.46194232  0.64448925  0.27523549  0.60623063  0.5086151   0.47544184
  0.67376216  0.22140163  0.49702384  0.47870004  0.25320784  0.34337663
  0.02809289  0.17024952  0.20487362  0.41418329  0.05842093  0.45380587
  0.43918039  0.68634665  0.05086686  0.61502346  0.7877009  -0.05664479
 -0.0455842   0.68140727  0.50194497 -0.09153552]"
1.101354056802911,9,0.6742461841516983,0.6121974854380146,"{'algo': 'Birch', 'branching_factor': 30, 'num_clusters_B': 9, 'threshold': 5}",25,0.4407885653132087,0.2300694989298139,"[['0', 0.48378541263358266], ['1', 0.672310564885157], ['2', 0.5576827236177464], ['3', 0.5783902716271269], ['4', 0.4188965806530498], ['5', 0.6883676589669879], ['6', 0.1612224684646571], ['7', 0.0], ['8', 0.40644140697057013]]",3,"{'1': 3, '5': 22, '2': 8, '8': 39, '6': 11, '0': 2, '4': 3, '3': 5, '7': 1}",0.001807299999999401,"[8 0 5 0 5 0 8 1 1 0 2 1 2 5 1 0 7 2 5 0 5 0 4 0 0 1 6 2 2 1 1 5 1 0 0 2 0
 7 1 0 0 5 8 1 1 1 3 1 1 5 1 1 1 0 1 1 1 0 1 0 0 2 6 1 1 0 1 0 2 2 1 1 1 1
 2 1 1 1 1 1 1 2 6 1 1 0 6 4 0 1 1 4 6 1]","[ 0.6929814   0.73431403  0.58133444  0.75189179  0.59301816  0.7090962
  0.69927367  0.47489265  0.06206805  0.7509479   0.16698024  0.17903031
 -0.23685173  0.58512333  0.48254594  0.6969419   0.59812911  0.40033477
  0.70694287  0.7355292   0.68129792  0.75158061  0.54132694  0.53382878
  0.49557375  0.12598946  0.5499581   0.42909383  0.39179665 -0.07533453
  0.34386412  0.65207593  0.21702055  0.7403621   0.74232724 -0.16182996
  0.71371843  0.36944172  0.58820258  0.68083589  0.73291815  0.07534418
  0.62467662  0.52812532  0.53518471  0.51412477  0.          0.58080493
  0.58021457  0.58632496  0.55030358  0.60481214  0.57670354  0.74538269
  0.45262819  0.55620096  0.11748319  0.6074655   0.59500274  0.74002916
  0.74002916  0.4237247   0.71398689  0.031745    0.54523078  0.61191351
  0.59855154  0.56970109 -0.0389371   0.25590076  0.06420458  0.25358733
  0.57119804  0.5564116   0.26513358  0.46803669  0.58576886  0.56110408
  0.0683999   0.49112573  0.22055988 -0.1218986   0.55326612  0.43469298
  0.51223697  0.62144932  0.56470221  0.5269104   0.73825211  0.10817574
  0.5912028   0.1884524   0.51003804  0.59911459]"
0.9728451873818276,6,0.4536857685973337,0.4663493991457334,"{'algo': 'Birch', 'branching_factor': 50, 'num_clusters_B': 6, 'threshold': 4}",26,0.6009507017787393,0.10927294075214615,"[['0', 0.5443669475116962], ['1', 0.6944958256134551], ['2', 0.5587816400637748], ['3', 0.7441744061873415], ['4', 0.44268184932618176], ['5', 0.6212035419699864]]",1,"{'2': 4, '3': 22, '1': 8, '5': 42, '4': 13, '0': 5}",0.002391200000001703,"[3 4 5 4 5 4 3 1 1 4 0 1 0 5 1 4 2 0 5 4 5 4 2 4 4 1 0 0 0 1 1 5 1 4 4 0 4
 2 1 4 4 5 3 1 1 1 3 1 1 5 1 1 1 4 1 1 1 4 1 4 4 0 1 1 1 4 1 4 0 0 1 1 1 1
 0 1 1 1 1 1 1 0 1 1 1 4 1 2 4 1 1 2 0 1]","[ 0.71913514  0.78207946  0.70020279  0.79872146  0.72134394  0.76169779
  0.72949713  0.66095777  0.5954009   0.79778185  0.24680424  0.63489945
  0.59092061  0.68647831  0.66551957  0.75409363  0.46277145  0.64239036
  0.77865896  0.7830905   0.75436698  0.79717448  0.2565347   0.61276211
  0.57863441  0.61748879  0.41337923  0.54156482  0.56749917  0.55453238
  0.58986572  0.73616827  0.61880642  0.78727116  0.78887586 -0.04506221
  0.76792417  0.70609786  0.72565168  0.73680643  0.78117228  0.46018783
  0.47056696  0.6521549   0.67139693  0.71531172  0.31592732  0.70964252
  0.69716887  0.71855953  0.73969024  0.74999825  0.69365793  0.79143298
  0.70034171  0.69325134  0.37110046  0.67826992  0.72098412  0.78699907
  0.78699907  0.5298232  -0.1738126   0.49178239  0.66831301  0.68151349
  0.71654895  0.64448925  0.09254485  0.66084444  0.46419283  0.64232101
  0.69234605  0.73795105  0.59050224  0.71391252  0.74343089  0.73311169
  0.59954593  0.69556266  0.53235536  0.48543403  0.29554294  0.68482643
  0.72260496  0.68634665  0.2954655   0.61502346  0.7877009   0.6016829
  0.7254674   0.68140727  0.43821907  0.72957523]"
