id,center,obj_name,i,f
168,"(530, 110)",person,8,1251
56,"(443, 282)",bicycle,0,1252
89,"(536, 188)",bicycle,1,1252
128,"(596, 71)",person,2,1252
152,"(533, 95)",bicycle,3,1252
155,"(563, 141)",person,4,1252
159,"(596, 138)",person,5,1252
165,"(696, 135)",person,6,1252
56,"(437, 283)",bicycle,0,1253
89,"(535, 189)",bicycle,1,1253
152,"(534, 87)",bicycle,2,1253
155,"(563, 143)",person,3,1253
159,"(594, 139)",person,4,1253
56,"(430, 289)",bicycle,0,1254
89,"(535, 189)",bicycle,1,1254
152,"(535, 83)",bicycle,2,1254
155,"(562, 144)",person,3,1254
159,"(591, 139)",person,4,1254
167,"(580, 86)",person,5,1254
56,"(424, 296)",bicycle,0,1255
89,"(534, 191)",bicycle,1,1255
152,"(537, 77)",bicycle,2,1255
155,"(562, 145)",person,3,1255
159,"(589, 139)",person,4,1255
167,"(580, 87)",person,5,1255
168,"(535, 94)",person,6,1255
56,"(417, 305)",bicycle,0,1256
89,"(531, 194)",bicycle,1,1256
155,"(562, 146)",person,2,1256
159,"(587, 139)",person,3,1256
168,"(536, 96)",person,4,1256
56,"(412, 309)",bicycle,0,1257
89,"(528, 197)",bicycle,1,1257
155,"(562, 147)",person,2,1257
159,"(584, 140)",person,3,1257
168,"(537, 100)",person,4,1257
56,"(406, 311)",bicycle,0,1258
89,"(526, 199)",bicycle,1,1258
155,"(563, 149)",person,2,1258
159,"(582, 140)",person,3,1258
168,"(537, 105)",person,4,1258
12,"(537, 122)",bicycle,0,1259
56,"(400, 313)",bicycle,1,1259
89,"(524, 199)",bicycle,2,1259
155,"(563, 150)",person,3,1259
157,"(594, 87)",person,4,1259
159,"(580, 140)",person,5,1259
168,"(537, 105)",person,6,1259
12,"(538, 120)",bicycle,0,1260
56,"(388, 321)",bicycle,1,1260
89,"(521, 202)",bicycle,2,1260
126,"(580, 66)",bicycle,3,1260
155,"(562, 151)",person,4,1260
157,"(595, 90)",person,5,1260
159,"(579, 139)",person,6,1260
12,"(539, 124)",bicycle,0,1261
56,"(382, 333)",bicycle,1,1261
89,"(518, 205)",bicycle,2,1261
126,"(580, 65)",bicycle,3,1261
155,"(562, 151)",person,4,1261
157,"(595, 88)",person,5,1261
159,"(578, 141)",person,6,1261
12,"(540, 125)",bicycle,0,1262
56,"(375, 339)",bicycle,1,1262
89,"(517, 209)",bicycle,2,1262
126,"(579, 68)",bicycle,3,1262
155,"(561, 153)",person,4,1262
157,"(595, 87)",person,5,1262
159,"(578, 142)",person,6,1262
12,"(542, 126)",bicycle,0,1263
56,"(366, 341)",bicycle,1,1263
89,"(516, 210)",bicycle,2,1263
126,"(579, 69)",bicycle,3,1263
155,"(560, 154)",person,4,1263
157,"(595, 88)",person,5,1263
159,"(577, 143)",person,6,1263
12,"(544, 126)",bicycle,0,1264
56,"(358, 348)",bicycle,1,1264
89,"(513, 210)",bicycle,2,1264
155,"(560, 156)",person,3,1264
157,"(595, 88)",person,4,1264
159,"(577, 143)",person,5,1264
12,"(545, 125)",bicycle,0,1265
56,"(348, 358)",bicycle,1,1265
89,"(510, 212)",bicycle,2,1265
155,"(560, 157)",person,3,1265
157,"(595, 88)",person,4,1265
159,"(576, 143)",person,5,1265
165,"(634, 133)",person,6,1265
12,"(546, 126)",bicycle,0,1266
56,"(341, 371)",bicycle,1,1266
89,"(504, 215)",bicycle,2,1266
155,"(560, 157)",person,3,1266
157,"(595, 88)",person,4,1266
159,"(575, 144)",person,5,1266
165,"(631, 132)",person,6,1266
12,"(547, 126)",bicycle,0,1267
56,"(333, 379)",bicycle,1,1267
89,"(500, 219)",bicycle,2,1267
155,"(560, 158)",person,3,1267
157,"(596, 88)",person,4,1267
159,"(574, 143)",person,5,1267
165,"(630, 132)",person,6,1267
12,"(548, 126)",bicycle,0,1268
56,"(325, 382)",bicycle,1,1268
89,"(497, 221)",bicycle,2,1268
155,"(560, 159)",person,3,1268
157,"(596, 89)",person,4,1268
159,"(573, 143)",person,5,1268
165,"(626, 132)",person,6,1268
168,"(547, 103)",person,7,1268
56,"(315, 385)",bicycle,0,1269
89,"(493, 221)",bicycle,1,1269
155,"(559, 161)",person,2,1269
157,"(596, 90)",person,3,1269
159,"(572, 144)",person,4,1269
165,"(622, 132)",person,5,1269
168,"(548, 101)",person,6,1269
56,"(303, 397)",bicycle,0,1270
89,"(489, 226)",bicycle,1,1270
155,"(558, 162)",person,2,1270
157,"(597, 90)",person,3,1270
159,"(570, 145)",person,4,1270
165,"(617, 133)",person,5,1270
168,"(549, 93)",person,6,1270
56,"(296, 412)",bicycle,0,1271
89,"(484, 231)",bicycle,1,1271
155,"(557, 164)",person,2,1271
157,"(597, 90)",person,3,1271
159,"(568, 145)",person,4,1271
165,"(612, 133)",person,5,1271
168,"(550, 92)",person,6,1271
56,"(287, 424)",bicycle,0,1272
89,"(479, 235)",bicycle,1,1272
155,"(556, 164)",person,2,1272
157,"(597, 89)",person,3,1272
159,"(567, 146)",person,4,1272
165,"(609, 132)",person,5,1272
56,"(273, 428)",bicycle,0,1273
89,"(475, 236)",bicycle,1,1273
155,"(558, 167)",person,2,1273
157,"(598, 89)",person,3,1273
159,"(566, 147)",person,4,1273
165,"(605, 131)",person,5,1273
167,"(576, 88)",person,6,1273
168,"(559, 85)",person,7,1273
56,"(258, 436)",bicycle,0,1274
89,"(471, 237)",bicycle,1,1274
126,"(598, 72)",bicycle,2,1274
155,"(558, 170)",person,3,1274
165,"(601, 133)",person,4,1274
167,"(576, 88)",person,5,1274
168,"(561, 83)",person,6,1274
56,"(244, 454)",bicycle,0,1275
89,"(466, 241)",bicycle,1,1275
126,"(600, 72)",bicycle,2,1275
155,"(557, 171)",person,3,1275
165,"(595, 134)",person,4,1275
56,"(234, 471)",bicycle,0,1276
89,"(460, 245)",bicycle,1,1276
155,"(557, 173)",person,2,1276
165,"(590, 134)",person,3,1276
56,"(222, 478)",bicycle,0,1277
89,"(456, 249)",bicycle,1,1277
155,"(557, 173)",person,2,1277
165,"(587, 135)",person,3,1277
56,"(210, 479)",bicycle,0,1278
89,"(450, 250)",bicycle,1,1278
155,"(556, 173)",person,2,1278
157,"(596, 92)",person,3,1278
165,"(585, 134)",person,4,1278
56,"(197, 479)",bicycle,0,1279
89,"(446, 252)",bicycle,1,1279
155,"(555, 175)",person,2,1279
157,"(595, 93)",person,3,1279
165,"(582, 134)",person,4,1279
56,"(185, 479)",bicycle,0,1280
89,"(442, 258)",bicycle,1,1280
155,"(553, 177)",person,2,1280
157,"(595, 93)",person,3,1280
165,"(580, 134)",person,4,1280
56,"(174, 479)",bicycle,0,1281
89,"(437, 263)",bicycle,1,1281
128,"(600, 93)",person,2,1281
155,"(552, 178)",person,3,1281
157,"(596, 94)",person,4,1281
159,"(580, 126)",person,5,1281
165,"(577, 135)",person,6,1281
56,"(161, 479)",bicycle,0,1282
89,"(434, 268)",bicycle,1,1282
128,"(599, 94)",person,2,1282
155,"(551, 180)",person,3,1282
157,"(595, 94)",person,4,1282
159,"(580, 124)",person,5,1282
165,"(575, 136)",person,6,1282
56,"(141, 479)",bicycle,0,1283
89,"(430, 270)",bicycle,1,1283
128,"(600, 94)",person,2,1283
155,"(550, 181)",person,3,1283
159,"(586, 120)",person,4,1283
165,"(574, 136)",person,5,1283
56,"(109, 479)",bicycle,0,1284
89,"(426, 271)",bicycle,1,1284
128,"(600, 95)",person,2,1284
155,"(549, 183)",person,3,1284
157,"(590, 97)",person,4,1284
159,"(587, 119)",person,5,1284
165,"(573, 137)",person,6,1284
56,"(84, 478)",bicycle,0,1285
89,"(419, 277)",bicycle,1,1285
155,"(551, 185)",person,2,1285
157,"(590, 97)",person,3,1285
159,"(591, 118)",person,4,1285
165,"(572, 138)",person,5,1285
56,"(67, 477)",bicycle,0,1286
89,"(413, 283)",bicycle,1,1286
155,"(551, 187)",person,2,1286
159,"(594, 118)",person,3,1286
165,"(572, 138)",person,4,1286
56,"(56, 477)",bicycle,0,1287
89,"(408, 288)",bicycle,1,1287
155,"(550, 189)",person,2,1287
159,"(597, 118)",person,3,1287
165,"(570, 137)",person,4,1287
56,"(47, 477)",bicycle,0,1288
89,"(403, 290)",bicycle,1,1288
155,"(548, 189)",person,2,1288
159,"(600, 118)",person,3,1288
165,"(570, 135)",person,4,1288
56,"(39, 476)",bicycle,0,1289
89,"(399, 295)",bicycle,1,1289
155,"(546, 190)",person,2,1289
159,"(605, 118)",person,3,1289
165,"(569, 133)",person,4,1289
56,"(27, 477)",bicycle,0,1290
89,"(394, 302)",bicycle,1,1290
155,"(545, 193)",person,2,1290
157,"(593, 95)",person,3,1290
159,"(608, 119)",person,4,1290
165,"(568, 124)",person,5,1290
168,"(572, 73)",person,6,1290
12,"(565, 143)",bicycle,0,1291
56,"(19, 479)",bicycle,1,1291
89,"(390, 312)",bicycle,2,1291
155,"(543, 195)",person,3,1291
157,"(593, 95)",person,4,1291
159,"(612, 120)",person,5,1291
165,"(569, 118)",person,6,1291
168,"(573, 73)",person,7,1291
12,"(565, 142)",bicycle,0,1292
89,"(387, 319)",bicycle,1,1292
155,"(541, 197)",person,2,1292
157,"(593, 95)",person,3,1292
159,"(615, 120)",person,4,1292
165,"(569, 115)",person,5,1292
12,"(565, 147)",bicycle,0,1293
89,"(385, 320)",bicycle,1,1293
155,"(540, 198)",person,2,1293
157,"(593, 95)",person,3,1293
159,"(618, 121)",person,4,1293
165,"(567, 113)",person,5,1293
168,"(572, 75)",person,6,1293
12,"(565, 149)",bicycle,0,1294
89,"(382, 322)",bicycle,1,1294
155,"(538, 199)",person,2,1294
157,"(593, 97)",person,3,1294
159,"(622, 121)",person,4,1294
168,"(573, 74)",person,5,1294
12,"(565, 149)",bicycle,0,1295
89,"(378, 333)",bicycle,1,1295
155,"(537, 203)",person,2,1295
157,"(593, 98)",person,3,1295
159,"(627, 120)",person,4,1295
168,"(573, 74)",person,5,1295
12,"(565, 148)",bicycle,0,1296
89,"(373, 343)",bicycle,1,1296
155,"(537, 207)",person,2,1296
157,"(592, 98)",person,3,1296
159,"(631, 120)",person,4,1296
168,"(573, 74)",person,5,1296
12,"(565, 139)",bicycle,0,1297
89,"(368, 349)",bicycle,1,1297
155,"(538, 209)",person,2,1297
157,"(592, 98)",person,3,1297
159,"(633, 120)",person,4,1297
168,"(572, 74)",person,5,1297
12,"(565, 143)",bicycle,0,1298
89,"(364, 350)",bicycle,1,1298
155,"(539, 209)",person,2,1298
157,"(591, 98)",person,3,1298
159,"(636, 120)",person,4,1298
168,"(572, 74)",person,5,1298
12,"(565, 144)",bicycle,0,1299
89,"(358, 357)",bicycle,1,1299
126,"(571, 86)",bicycle,2,1299
155,"(539, 209)",person,3,1299
157,"(590, 99)",person,4,1299
159,"(641, 120)",person,5,1299
168,"(572, 74)",person,6,1299
12,"(564, 138)",bicycle,0,1300
89,"(353, 370)",bicycle,1,1300
126,"(570, 84)",bicycle,2,1300
155,"(540, 212)",person,3,1300
157,"(590, 99)",person,4,1300
159,"(644, 120)",person,5,1300
12,"(563, 148)",bicycle,0,1301
89,"(346, 383)",bicycle,1,1301
126,"(570, 84)",bicycle,2,1301
155,"(536, 215)",person,3,1301
157,"(589, 99)",person,4,1301
165,"(564, 127)",person,5,1301
12,"(563, 153)",bicycle,0,1302
89,"(342, 390)",bicycle,1,1302
126,"(570, 84)",bicycle,2,1302
128,"(559, 155)",person,3,1302
155,"(533, 218)",person,4,1302
157,"(589, 99)",person,5,1302
165,"(564, 125)",person,6,1302
12,"(562, 157)",bicycle,0,1303
89,"(337, 393)",bicycle,1,1303
126,"(569, 85)",bicycle,2,1303
128,"(557, 158)",person,3,1303
155,"(529, 220)",person,4,1303
157,"(589, 99)",person,5,1303
165,"(563, 125)",person,6,1303
167,"(571, 95)",person,7,1303
171,"(546, 186)",person,8,1303
12,"(560, 159)",bicycle,0,1304
89,"(332, 400)",bicycle,1,1304
155,"(527, 221)",person,2,1304
157,"(589, 99)",person,3,1304
167,"(571, 96)",person,4,1304
171,"(546, 190)",person,5,1304
12,"(559, 160)",bicycle,0,1305
89,"(326, 413)",bicycle,1,1305
155,"(526, 225)",person,2,1305
157,"(589, 100)",person,3,1305
167,"(570, 98)",person,4,1305
171,"(553, 189)",person,5,1305
12,"(557, 161)",bicycle,0,1306
89,"(320, 426)",bicycle,1,1306
128,"(542, 154)",person,2,1306
155,"(525, 228)",person,3,1306
157,"(589, 101)",person,4,1306
167,"(570, 98)",person,5,1306
171,"(545, 194)",person,6,1306
12,"(557, 163)",bicycle,0,1307
89,"(313, 435)",bicycle,1,1307
128,"(541, 156)",person,2,1307
155,"(523, 232)",person,3,1307
157,"(589, 101)",person,4,1307
165,"(558, 139)",person,5,1307
167,"(570, 98)",person,6,1307
171,"(544, 199)",person,7,1307
89,"(306, 437)",bicycle,0,1308
128,"(542, 159)",person,1,1308
155,"(522, 235)",person,2,1308
157,"(589, 101)",person,3,1308
165,"(557, 142)",person,4,1308
167,"(570, 98)",person,5,1308
171,"(543, 201)",person,6,1308
89,"(298, 448)",bicycle,0,1309
128,"(544, 159)",person,1,1309
155,"(523, 236)",person,2,1309
157,"(588, 101)",person,3,1309
165,"(557, 146)",person,4,1309
167,"(568, 99)",person,5,1309
171,"(542, 206)",person,6,1309
89,"(290, 466)",bicycle,0,1310
128,"(545, 159)",person,1,1310
155,"(519, 237)",person,2,1310
157,"(587, 102)",person,3,1310
165,"(555, 148)",person,4,1310
167,"(568, 100)",person,5,1310
89,"(282, 476)",bicycle,0,1311
128,"(544, 160)",person,1,1311
155,"(517, 241)",person,2,1311
157,"(587, 103)",person,3,1311
165,"(555, 138)",person,4,1311
167,"(567, 101)",person,5,1311
171,"(543, 211)",person,6,1311
89,"(273, 479)",bicycle,0,1312
128,"(543, 161)",person,1,1312
155,"(512, 246)",person,2,1312
157,"(586, 103)",person,3,1312
165,"(553, 133)",person,4,1312
167,"(566, 101)",person,5,1312
171,"(540, 213)",person,6,1312
89,"(265, 479)",bicycle,0,1313
128,"(551, 156)",person,1,1313
155,"(510, 250)",person,2,1313
157,"(586, 103)",person,3,1313
165,"(552, 133)",person,4,1313
167,"(566, 102)",person,5,1313
171,"(539, 213)",person,6,1313
89,"(256, 479)",bicycle,0,1314
128,"(550, 157)",person,1,1314
155,"(507, 252)",person,2,1314
157,"(585, 103)",person,3,1314
165,"(551, 131)",person,4,1314
167,"(565, 102)",person,5,1314
171,"(537, 213)",person,6,1314
89,"(246, 479)",bicycle,0,1315
128,"(550, 158)",person,1,1315
155,"(506, 253)",person,2,1315
157,"(585, 103)",person,3,1315
165,"(549, 133)",person,4,1315
167,"(566, 103)",person,5,1315
171,"(534, 213)",person,6,1315
89,"(236, 479)",bicycle,0,1316
155,"(506, 259)",person,1,1316
157,"(586, 104)",person,2,1316
165,"(548, 136)",person,3,1316
167,"(566, 103)",person,4,1316
171,"(532, 213)",person,5,1316
89,"(225, 479)",bicycle,0,1317
155,"(505, 265)",person,1,1317
157,"(586, 104)",person,2,1317
165,"(546, 139)",person,3,1317
167,"(566, 103)",person,4,1317
171,"(528, 215)",person,5,1317
89,"(211, 479)",bicycle,0,1318
155,"(504, 270)",person,1,1318
157,"(586, 105)",person,2,1318
165,"(545, 147)",person,3,1318
167,"(566, 103)",person,4,1318
171,"(527, 221)",person,5,1318
12,"(526, 230)",bicycle,0,1319
89,"(199, 479)",bicycle,1,1319
128,"(531, 171)",person,2,1319
155,"(503, 273)",person,3,1319
157,"(586, 105)",person,4,1319
165,"(544, 149)",person,5,1319
167,"(566, 103)",person,6,1319
171,"(527, 228)",person,7,1319
12,"(524, 235)",bicycle,0,1320
89,"(187, 478)",bicycle,1,1320
128,"(530, 172)",person,2,1320
155,"(503, 274)",person,3,1320
157,"(585, 105)",person,4,1320
165,"(543, 146)",person,5,1320
167,"(565, 104)",person,6,1320
171,"(528, 233)",person,7,1320
12,"(523, 239)",bicycle,0,1321
89,"(175, 479)",bicycle,1,1321
128,"(530, 174)",person,2,1321
155,"(502, 277)",person,3,1321
157,"(584, 105)",person,4,1321
165,"(541, 167)",person,5,1321
167,"(564, 103)",person,6,1321
171,"(529, 239)",person,7,1321
12,"(522, 243)",bicycle,0,1322
89,"(164, 479)",bicycle,1,1322
128,"(528, 176)",person,2,1322
155,"(500, 282)",person,3,1322
157,"(585, 106)",person,4,1322
165,"(540, 171)",person,5,1322
167,"(564, 103)",person,6,1322
171,"(528, 242)",person,7,1322
89,"(151, 479)",bicycle,0,1323
126,"(539, 144)",bicycle,1,1323
155,"(497, 287)",person,2,1323
157,"(585, 107)",person,3,1323
165,"(539, 174)",person,4,1323
167,"(563, 104)",person,5,1323
171,"(527, 243)",person,6,1323
89,"(136, 478)",bicycle,0,1324
126,"(538, 145)",bicycle,1,1324
155,"(494, 292)",person,2,1324
157,"(585, 107)",person,3,1324
165,"(539, 172)",person,4,1324
167,"(563, 105)",person,5,1324
171,"(524, 243)",person,6,1324
89,"(126, 477)",bicycle,0,1325
126,"(538, 150)",bicycle,1,1325
155,"(492, 294)",person,2,1325
157,"(586, 107)",person,3,1325
165,"(538, 181)",person,4,1325
167,"(563, 106)",person,5,1325
171,"(521, 243)",person,6,1325
89,"(105, 477)",bicycle,0,1326
126,"(537, 153)",bicycle,1,1326
155,"(488, 298)",person,2,1326
157,"(587, 108)",person,3,1326
165,"(537, 185)",person,4,1326
167,"(564, 106)",person,5,1326
171,"(517, 246)",person,6,1326
89,"(86, 478)",bicycle,0,1327
155,"(485, 307)",person,1,1327
157,"(588, 108)",person,2,1327
165,"(536, 191)",person,3,1327
167,"(564, 106)",person,4,1327
171,"(514, 255)",person,5,1327
89,"(71, 478)",bicycle,0,1328
155,"(485, 314)",person,1,1328
157,"(588, 109)",person,2,1328
165,"(534, 193)",person,3,1328
167,"(565, 106)",person,4,1328
171,"(512, 257)",person,5,1328
89,"(60, 477)",bicycle,0,1329
155,"(483, 320)",person,1,1329
157,"(588, 110)",person,2,1329
165,"(532, 191)",person,3,1329
167,"(565, 107)",person,4,1329
171,"(510, 258)",person,5,1329
89,"(51, 477)",bicycle,0,1330
155,"(482, 322)",person,1,1330
157,"(588, 111)",person,2,1330
165,"(531, 188)",person,3,1330
167,"(565, 107)",person,4,1330
171,"(510, 261)",person,5,1330
89,"(41, 477)",bicycle,0,1331
155,"(480, 324)",person,1,1331
157,"(591, 111)",person,2,1331
165,"(529, 187)",person,3,1331
167,"(565, 108)",person,4,1331
171,"(511, 268)",person,5,1331
89,"(35, 477)",bicycle,0,1332
155,"(477, 331)",person,1,1332
157,"(592, 111)",person,2,1332
165,"(529, 186)",person,3,1332
167,"(565, 109)",person,4,1332
171,"(513, 273)",person,5,1332
89,"(28, 477)",bicycle,0,1333
155,"(471, 338)",person,1,1333
157,"(593, 111)",person,2,1333
165,"(527, 180)",person,3,1333
167,"(565, 109)",person,4,1333
171,"(513, 280)",person,5,1333
155,"(466, 346)",person,0,1334
157,"(594, 111)",person,1,1334
165,"(527, 178)",person,2,1334
167,"(564, 109)",person,3,1334
171,"(510, 283)",person,4,1334
155,"(461, 351)",person,0,1335
157,"(595, 112)",person,1,1335
165,"(527, 187)",person,2,1335
167,"(564, 110)",person,3,1335
171,"(505, 283)",person,4,1335
155,"(456, 353)",person,0,1336
157,"(595, 113)",person,1,1336
165,"(526, 202)",person,2,1336
167,"(565, 110)",person,3,1336
171,"(498, 285)",person,4,1336
155,"(452, 363)",person,0,1337
157,"(595, 113)",person,1,1337
165,"(524, 211)",person,2,1337
167,"(566, 111)",person,3,1337
171,"(493, 291)",person,4,1337
155,"(448, 374)",person,0,1338
157,"(596, 113)",person,1,1338
165,"(524, 215)",person,2,1338
167,"(566, 111)",person,3,1338
171,"(489, 297)",person,4,1338
155,"(444, 385)",person,0,1339
157,"(596, 114)",person,1,1339
165,"(523, 216)",person,2,1339
167,"(567, 111)",person,3,1339
171,"(484, 303)",person,4,1339
155,"(441, 392)",person,0,1340
157,"(596, 114)",person,1,1340
165,"(522, 217)",person,2,1340
167,"(567, 111)",person,3,1340
171,"(481, 305)",person,4,1340
89,"(32, 478)",bicycle,0,1341
155,"(436, 395)",person,1,1341
157,"(597, 115)",person,2,1341
165,"(521, 220)",person,3,1341
167,"(567, 112)",person,4,1341
171,"(480, 306)",person,5,1341
89,"(42, 478)",bicycle,0,1342
155,"(432, 395)",person,1,1342
157,"(598, 116)",person,2,1342
165,"(519, 220)",person,3,1342
167,"(567, 112)",person,4,1342
171,"(481, 315)",person,5,1342
89,"(50, 478)",bicycle,0,1343
155,"(426, 406)",person,1,1343
157,"(598, 116)",person,2,1343
165,"(517, 225)",person,3,1343
167,"(567, 113)",person,4,1343
171,"(479, 325)",person,5,1343
89,"(59, 478)",bicycle,0,1344
155,"(417, 414)",person,1,1344
157,"(598, 116)",person,2,1344
165,"(514, 230)",person,3,1344
167,"(567, 113)",person,4,1344
171,"(475, 333)",person,5,1344
89,"(67, 478)",bicycle,0,1345
155,"(409, 425)",person,1,1345
157,"(598, 116)",person,2,1345
165,"(512, 231)",person,3,1345
167,"(566, 113)",person,4,1345
171,"(469, 337)",person,5,1345
89,"(77, 477)",bicycle,0,1346
155,"(399, 430)",person,1,1346
157,"(598, 117)",person,2,1346
165,"(511, 234)",person,3,1346
167,"(566, 114)",person,4,1346
171,"(461, 338)",person,5,1346
89,"(91, 477)",bicycle,0,1347
155,"(392, 433)",person,1,1347
157,"(598, 117)",person,2,1347
165,"(510, 239)",person,3,1347
167,"(566, 115)",person,4,1347
171,"(452, 339)",person,5,1347
89,"(101, 477)",bicycle,0,1348
155,"(387, 448)",person,1,1348
157,"(597, 118)",person,2,1348
165,"(510, 244)",person,3,1348
167,"(566, 115)",person,4,1348
171,"(445, 345)",person,5,1348
89,"(105, 476)",bicycle,0,1349
155,"(383, 463)",person,1,1349
157,"(597, 118)",person,2,1349
165,"(510, 247)",person,3,1349
167,"(567, 115)",person,4,1349
171,"(440, 346)",person,5,1349
89,"(111, 473)",bicycle,0,1350
155,"(381, 473)",person,1,1350
157,"(596, 118)",person,2,1350
165,"(509, 248)",person,3,1350
167,"(567, 115)",person,4,1350
171,"(435, 342)",person,5,1350
89,"(115, 476)",bicycle,0,1351
155,"(380, 478)",person,1,1351
157,"(595, 119)",person,2,1351
165,"(506, 248)",person,3,1351
167,"(568, 116)",person,4,1351
171,"(428, 344)",person,5,1351
89,"(116, 471)",bicycle,0,1352
155,"(379, 479)",person,1,1352
157,"(595, 120)",person,2,1352
165,"(504, 254)",person,3,1352
167,"(568, 116)",person,4,1352
171,"(425, 359)",person,5,1352
89,"(117, 447)",bicycle,0,1353
155,"(378, 479)",person,1,1353
157,"(596, 121)",person,2,1353
165,"(501, 259)",person,3,1353
167,"(567, 117)",person,4,1353
171,"(427, 378)",person,5,1353
89,"(118, 427)",bicycle,0,1354
155,"(376, 479)",person,1,1354
157,"(597, 121)",person,2,1354
165,"(499, 264)",person,3,1354
167,"(567, 118)",person,4,1354
171,"(430, 391)",person,5,1354
173,"(112, 477)",person,6,1354
89,"(123, 411)",bicycle,0,1355
155,"(375, 479)",person,1,1355
157,"(597, 122)",person,2,1355
165,"(497, 266)",person,3,1355
167,"(567, 118)",person,4,1355
171,"(430, 404)",person,5,1355
173,"(111, 477)",person,6,1355
89,"(132, 420)",bicycle,0,1356
155,"(373, 479)",person,1,1356
157,"(597, 122)",person,2,1356
165,"(494, 266)",person,3,1356
167,"(566, 119)",person,4,1356
171,"(426, 409)",person,5,1356
173,"(107, 478)",person,6,1356
89,"(147, 423)",bicycle,0,1357
155,"(370, 479)",person,1,1357
157,"(597, 122)",person,2,1357
165,"(492, 273)",person,3,1357
167,"(566, 119)",person,4,1357
171,"(422, 411)",person,5,1357
173,"(105, 478)",person,6,1357
89,"(155, 397)",bicycle,0,1358
155,"(366, 479)",person,1,1358
157,"(597, 122)",person,2,1358
165,"(490, 278)",person,3,1358
167,"(565, 120)",person,4,1358
171,"(419, 412)",person,5,1358
173,"(104, 478)",person,6,1358
89,"(165, 386)",bicycle,0,1359
155,"(362, 479)",person,1,1359
157,"(597, 123)",person,2,1359
165,"(489, 285)",person,3,1359
167,"(565, 120)",person,4,1359
171,"(416, 419)",person,5,1359
173,"(108, 478)",person,6,1359
89,"(173, 380)",bicycle,0,1360
155,"(358, 478)",person,1,1360
157,"(597, 124)",person,2,1360
165,"(487, 288)",person,3,1360
167,"(565, 121)",person,4,1360
171,"(414, 432)",person,5,1360
173,"(115, 477)",person,6,1360
89,"(182, 390)",bicycle,0,1361
155,"(351, 478)",person,1,1361
157,"(597, 124)",person,2,1361
165,"(486, 289)",person,3,1361
167,"(566, 121)",person,4,1361
171,"(409, 444)",person,5,1361
173,"(123, 477)",person,6,1361
89,"(189, 388)",bicycle,0,1362
155,"(345, 477)",person,1,1362
157,"(596, 124)",person,2,1362
165,"(484, 291)",person,3,1362
167,"(566, 121)",person,4,1362
171,"(404, 458)",person,5,1362
173,"(127, 476)",person,6,1362
12,"(196, 476)",bicycle,0,1363
89,"(195, 384)",bicycle,1,1363
155,"(337, 477)",person,2,1363
157,"(596, 125)",person,3,1363
165,"(482, 299)",person,4,1363
167,"(565, 121)",person,5,1363
171,"(402, 463)",person,6,1363
173,"(132, 476)",person,7,1363
12,"(195, 478)",bicycle,0,1364
155,"(329, 477)",person,1,1364
157,"(596, 127)",person,2,1364
165,"(479, 307)",person,3,1364
167,"(565, 122)",person,4,1364
171,"(402, 469)",person,5,1364
173,"(138, 476)",person,6,1364
12,"(198, 476)",bicycle,0,1365
155,"(321, 477)",person,1,1365
157,"(596, 127)",person,2,1365
165,"(476, 313)",person,3,1365
167,"(564, 123)",person,4,1365
171,"(401, 476)",person,5,1365
173,"(143, 476)",person,6,1365
12,"(203, 462)",bicycle,0,1366
89,"(211, 337)",bicycle,1,1366
155,"(310, 477)",person,2,1366
157,"(596, 128)",person,3,1366
165,"(474, 316)",person,4,1366
167,"(563, 124)",person,5,1366
171,"(398, 479)",person,6,1366
173,"(145, 477)",person,7,1366
12,"(203, 454)",bicycle,0,1367
89,"(217, 330)",bicycle,1,1367
155,"(289, 477)",person,2,1367
157,"(597, 129)",person,3,1367
165,"(471, 316)",person,4,1367
167,"(562, 124)",person,5,1367
171,"(397, 479)",person,6,1367
173,"(145, 476)",person,7,1367
12,"(198, 455)",bicycle,0,1368
89,"(209, 312)",bicycle,1,1368
155,"(262, 478)",person,2,1368
157,"(596, 129)",person,3,1368
165,"(469, 325)",person,4,1368
167,"(560, 124)",person,5,1368
171,"(392, 479)",person,6,1368
173,"(146, 477)",person,7,1368
12,"(154, 472)",bicycle,0,1369
89,"(219, 326)",bicycle,1,1369
155,"(231, 478)",person,2,1369
157,"(596, 129)",person,3,1369
165,"(468, 333)",person,4,1369
167,"(560, 126)",person,5,1369
171,"(385, 479)",person,6,1369
173,"(148, 477)",person,7,1369
12,"(144, 475)",bicycle,0,1370
89,"(224, 321)",bicycle,1,1370
128,"(240, 434)",person,2,1370
155,"(203, 478)",person,3,1370
157,"(595, 129)",person,4,1370
165,"(466, 343)",person,5,1370
167,"(559, 127)",person,6,1370
171,"(375, 479)",person,7,1370
173,"(157, 427)",person,8,1370
128,"(240, 447)",person,0,1371
155,"(179, 478)",person,1,1371
157,"(595, 130)",person,2,1371
165,"(465, 346)",person,3,1371
167,"(559, 127)",person,4,1371
171,"(366, 479)",person,5,1371
173,"(166, 424)",person,6,1371
12,"(179, 477)",bicycle,0,1372
128,"(244, 443)",person,1,1372
155,"(132, 478)",person,2,1372
157,"(595, 130)",person,3,1372
165,"(463, 348)",person,4,1372
167,"(560, 127)",person,5,1372
171,"(358, 479)",person,6,1372
173,"(170, 420)",person,7,1372
12,"(190, 478)",bicycle,0,1373
128,"(249, 439)",person,1,1373
