id,center,obj_name,i,f
1,"(575, 71)",person,0,3
2,"(755, 136)",person,1,3
3,"(513, 141)",person,2,3
4,"(149, 479)",person,3,3
1,"(575, 70)",person,0,4
2,"(755, 135)",person,1,4
3,"(514, 141)",person,2,4
4,"(156, 479)",person,3,4
1,"(575, 70)",person,0,5
2,"(756, 134)",person,1,5
3,"(515, 140)",person,2,5
4,"(159, 478)",person,3,5
1,"(576, 70)",person,0,6
2,"(757, 134)",person,1,6
3,"(516, 139)",person,2,6
4,"(165, 478)",person,3,6
1,"(576, 69)",person,0,7
2,"(758, 134)",person,1,7
3,"(518, 138)",person,2,7
4,"(175, 478)",person,3,7
1,"(576, 69)",person,0,8
2,"(758, 134)",person,1,8
3,"(519, 137)",person,2,8
4,"(179, 478)",person,3,8
1,"(576, 69)",person,0,9
2,"(758, 134)",person,1,9
3,"(520, 136)",person,2,9
4,"(184, 472)",person,3,9
1,"(576, 70)",person,0,10
2,"(758, 134)",person,1,10
3,"(520, 136)",person,2,10
4,"(192, 470)",person,3,10
1,"(576, 70)",person,0,11
2,"(758, 134)",person,1,11
3,"(521, 136)",person,2,11
4,"(199, 469)",person,3,11
1,"(576, 69)",person,0,12
2,"(758, 134)",person,1,12
3,"(521, 136)",person,2,12
4,"(204, 460)",person,3,12
1,"(575, 69)",person,0,13
2,"(758, 134)",person,1,13
3,"(521, 134)",person,2,13
4,"(208, 447)",person,3,13
1,"(575, 69)",person,0,14
2,"(758, 134)",person,1,14
3,"(521, 133)",person,2,14
4,"(212, 440)",person,3,14
1,"(575, 69)",person,0,15
2,"(758, 134)",person,1,15
3,"(522, 133)",person,2,15
4,"(220, 438)",person,3,15
1,"(575, 69)",person,0,16
2,"(758, 134)",person,1,16
3,"(523, 132)",person,2,16
4,"(225, 436)",person,3,16
1,"(576, 68)",person,0,17
2,"(758, 134)",person,1,17
3,"(524, 132)",person,2,17
4,"(230, 432)",person,3,17
1,"(576, 68)",person,0,18
2,"(758, 134)",person,1,18
3,"(525, 132)",person,2,18
4,"(238, 421)",person,3,18
1,"(576, 68)",person,0,19
2,"(758, 134)",person,1,19
3,"(526, 131)",person,2,19
4,"(259, 395)",person,3,19
1,"(577, 67)",person,0,20
2,"(758, 134)",person,1,20
3,"(527, 130)",person,2,20
4,"(267, 388)",person,3,20
9,"(291, 476)",person,4,20
1,"(577, 67)",person,0,21
2,"(758, 134)",person,1,21
3,"(528, 129)",person,2,21
9,"(326, 476)",person,3,21
10,"(366, 478)",bicycle,4,21
1,"(577, 68)",person,0,22
2,"(758, 134)",person,1,22
3,"(528, 129)",person,2,22
4,"(244, 403)",person,3,22
9,"(358, 475)",person,4,22
10,"(373, 478)",bicycle,5,22
1,"(577, 68)",person,0,23
2,"(758, 134)",person,1,23
3,"(528, 129)",person,2,23
4,"(250, 398)",person,3,23
9,"(385, 475)",person,4,23
10,"(383, 477)",bicycle,5,23
1,"(577, 67)",person,0,24
2,"(758, 134)",person,1,24
3,"(527, 129)",person,2,24
4,"(255, 394)",person,3,24
9,"(406, 475)",person,4,24
12,"(387, 477)",bicycle,5,24
1,"(576, 67)",person,0,25
2,"(758, 134)",person,1,25
3,"(527, 128)",person,2,25
4,"(261, 393)",person,3,25
9,"(424, 473)",person,4,25
12,"(403, 476)",bicycle,5,25
1,"(577, 67)",person,0,26
2,"(757, 134)",person,1,26
3,"(527, 127)",person,2,26
4,"(266, 392)",person,3,26
9,"(448, 473)",person,4,26
12,"(418, 476)",bicycle,5,26
1,"(577, 67)",person,0,27
2,"(757, 134)",person,1,27
3,"(527, 126)",person,2,27
4,"(270, 385)",person,3,27
12,"(433, 476)",bicycle,4,27
1,"(577, 67)",person,0,28
2,"(757, 134)",person,1,28
3,"(527, 126)",person,2,28
4,"(274, 377)",person,3,28
12,"(446, 462)",bicycle,4,28
13,"(454, 396)",person,5,28
1,"(577, 67)",person,0,29
2,"(757, 135)",person,1,29
3,"(527, 125)",person,2,29
4,"(279, 375)",person,3,29
12,"(454, 440)",bicycle,4,29
13,"(461, 367)",person,5,29
1,"(578, 67)",person,0,30
2,"(757, 135)",person,1,30
3,"(528, 124)",person,2,30
4,"(284, 373)",person,3,30
12,"(466, 417)",bicycle,4,30
13,"(469, 341)",person,5,30
1,"(579, 66)",person,0,31
2,"(757, 135)",person,1,31
3,"(529, 124)",person,2,31
4,"(288, 369)",person,3,31
12,"(472, 396)",bicycle,4,31
13,"(474, 316)",person,5,31
1,"(579, 66)",person,0,32
2,"(757, 135)",person,1,32
3,"(530, 123)",person,2,32
4,"(293, 362)",person,3,32
12,"(479, 376)",bicycle,4,32
13,"(479, 310)",person,5,32
1,"(580, 66)",person,0,33
2,"(757, 135)",person,1,33
3,"(531, 124)",person,2,33
4,"(295, 356)",person,3,33
12,"(488, 366)",bicycle,4,33
13,"(481, 310)",person,5,33
1,"(580, 67)",person,0,34
2,"(757, 134)",person,1,34
3,"(532, 123)",person,2,34
4,"(297, 353)",person,3,34
13,"(481, 302)",person,4,34
15,"(471, 343)",bicycle,5,34
1,"(580, 67)",person,0,35
2,"(757, 134)",person,1,35
3,"(532, 123)",person,2,35
4,"(299, 351)",person,3,35
12,"(480, 330)",bicycle,4,35
13,"(481, 291)",person,5,35
15,"(476, 329)",bicycle,6,35
1,"(580, 67)",person,0,36
2,"(757, 134)",person,1,36
3,"(531, 123)",person,2,36
4,"(304, 346)",person,3,36
12,"(485, 318)",bicycle,4,36
13,"(482, 280)",person,5,36
15,"(478, 315)",bicycle,6,36
1,"(580, 67)",person,0,37
2,"(757, 134)",person,1,37
3,"(531, 123)",person,2,37
4,"(308, 338)",person,3,37
13,"(484, 265)",person,4,37
15,"(479, 303)",bicycle,5,37
1,"(580, 67)",person,0,38
2,"(757, 134)",person,1,38
3,"(530, 122)",person,2,38
4,"(311, 335)",person,3,38
13,"(485, 252)",person,4,38
15,"(480, 291)",bicycle,5,38
1,"(580, 67)",person,0,39
2,"(757, 134)",person,1,39
3,"(530, 121)",person,2,39
4,"(313, 332)",person,3,39
12,"(489, 282)",bicycle,4,39
13,"(488, 242)",person,5,39
15,"(482, 282)",bicycle,6,39
1,"(580, 67)",person,0,40
2,"(757, 134)",person,1,40
3,"(530, 121)",person,2,40
4,"(319, 327)",person,3,40
12,"(493, 270)",bicycle,4,40
13,"(490, 239)",person,5,40
15,"(484, 272)",bicycle,6,40
1,"(580, 66)",person,0,41
2,"(757, 134)",person,1,41
3,"(530, 121)",person,2,41
4,"(326, 317)",person,3,41
13,"(493, 236)",person,4,41
15,"(485, 263)",bicycle,5,41
1,"(581, 65)",person,0,42
2,"(757, 134)",person,1,42
3,"(531, 121)",person,2,42
4,"(331, 314)",person,3,42
13,"(496, 231)",person,4,42
15,"(488, 254)",bicycle,5,42
1,"(581, 65)",person,0,43
2,"(757, 134)",person,1,43
3,"(531, 121)",person,2,43
4,"(338, 313)",person,3,43
13,"(500, 227)",person,4,43
15,"(490, 246)",bicycle,5,43
1,"(582, 64)",person,0,44
2,"(757, 134)",person,1,44
3,"(532, 120)",person,2,44
4,"(345, 310)",person,3,44
13,"(504, 221)",person,4,44
15,"(493, 239)",bicycle,5,44
1,"(582, 64)",person,0,45
2,"(757, 134)",person,1,45
3,"(534, 119)",person,2,45
4,"(348, 302)",person,3,45
12,"(509, 233)",bicycle,4,45
13,"(509, 212)",person,5,45
15,"(496, 232)",bicycle,6,45
1,"(582, 64)",person,0,46
2,"(757, 134)",person,1,46
3,"(535, 118)",person,2,46
4,"(347, 300)",person,3,46
12,"(513, 226)",bicycle,4,46
13,"(514, 204)",person,5,46
15,"(500, 226)",bicycle,6,46
1,"(582, 64)",person,0,47
2,"(758, 134)",person,1,47
3,"(535, 118)",person,2,47
4,"(347, 298)",person,3,47
12,"(517, 219)",bicycle,4,47
13,"(519, 195)",person,5,47
15,"(502, 217)",bicycle,6,47
1,"(582, 64)",person,0,48
2,"(757, 134)",person,1,48
3,"(534, 113)",person,2,48
4,"(348, 297)",person,3,48
12,"(522, 214)",bicycle,4,48
13,"(524, 187)",person,5,48
1,"(582, 64)",person,0,49
2,"(757, 134)",person,1,49
3,"(534, 103)",person,2,49
4,"(351, 293)",person,3,49
12,"(527, 208)",bicycle,4,49
13,"(528, 177)",person,5,49
1,"(582, 64)",person,0,50
2,"(757, 135)",person,1,50
3,"(535, 95)",person,2,50
4,"(356, 286)",person,3,50
12,"(530, 203)",bicycle,4,50
13,"(532, 174)",person,5,50
15,"(522, 204)",bicycle,6,50
1,"(581, 64)",person,0,51
2,"(757, 135)",person,1,51
3,"(535, 93)",person,2,51
4,"(362, 284)",person,3,51
12,"(535, 196)",bicycle,4,51
13,"(534, 176)",person,5,51
15,"(526, 199)",bicycle,6,51
1,"(581, 64)",person,0,52
2,"(758, 135)",person,1,52
3,"(534, 87)",person,2,52
4,"(367, 284)",person,3,52
13,"(537, 172)",person,4,52
15,"(530, 195)",bicycle,5,52
1,"(581, 63)",person,0,53
2,"(757, 135)",person,1,53
3,"(532, 83)",person,2,53
4,"(370, 279)",person,3,53
12,"(537, 190)",bicycle,4,53
13,"(540, 171)",person,5,53
15,"(533, 191)",bicycle,6,53
1,"(581, 63)",person,0,54
2,"(757, 135)",person,1,54
3,"(532, 83)",person,2,54
4,"(372, 274)",person,3,54
12,"(541, 187)",bicycle,4,54
13,"(543, 168)",person,5,54
15,"(535, 187)",bicycle,6,54
1,"(582, 63)",person,0,55
2,"(757, 135)",person,1,55
3,"(532, 83)",person,2,55
4,"(371, 273)",person,3,55
12,"(542, 184)",bicycle,4,55
13,"(545, 165)",person,5,55
15,"(538, 184)",bicycle,6,55
1,"(582, 63)",person,0,56
2,"(757, 135)",person,1,56
3,"(531, 83)",person,2,56
4,"(372, 272)",person,3,56
12,"(545, 179)",bicycle,4,56
13,"(547, 161)",person,5,56
15,"(540, 181)",bicycle,6,56
1,"(582, 63)",person,0,57
2,"(757, 135)",person,1,57
3,"(531, 83)",person,2,57
4,"(375, 269)",person,3,57
13,"(548, 157)",person,4,57
15,"(543, 177)",bicycle,5,57
1,"(582, 63)",person,0,58
2,"(757, 135)",person,1,58
3,"(532, 97)",person,2,58
4,"(379, 264)",person,3,58
13,"(550, 157)",person,4,58
15,"(544, 174)",bicycle,5,58
1,"(582, 63)",person,0,59
2,"(757, 135)",person,1,59
3,"(532, 101)",person,2,59
4,"(384, 261)",person,3,59
13,"(551, 156)",person,4,59
15,"(546, 170)",bicycle,5,59
17,"(200, 476)",person,6,59
1,"(582, 63)",person,0,60
2,"(757, 135)",person,1,60
3,"(532, 102)",person,2,60
4,"(389, 260)",person,3,60
13,"(553, 155)",person,4,60
15,"(548, 167)",bicycle,5,60
17,"(238, 476)",person,6,60
1,"(582, 63)",person,0,61
2,"(757, 135)",person,1,61
3,"(533, 103)",person,2,61
4,"(391, 259)",person,3,61
13,"(553, 154)",person,4,61
15,"(549, 164)",bicycle,5,61
17,"(272, 476)",person,6,61
1,"(582, 63)",person,0,62
2,"(757, 135)",person,1,62
4,"(393, 255)",person,2,62
13,"(554, 151)",person,3,62
15,"(550, 161)",bicycle,4,62
17,"(303, 477)",person,5,62
18,"(531, 116)",person,6,62
1,"(582, 63)",person,0,63
2,"(757, 135)",person,1,63
4,"(397, 252)",person,2,63
13,"(555, 148)",person,3,63
15,"(551, 158)",bicycle,4,63
17,"(329, 475)",person,5,63
18,"(530, 117)",person,6,63
19,"(322, 477)",bicycle,7,63
1,"(583, 62)",person,0,64
2,"(757, 135)",person,1,64
4,"(402, 251)",person,2,64
13,"(556, 143)",person,3,64
15,"(552, 156)",bicycle,4,64
17,"(353, 464)",person,5,64
18,"(530, 118)",person,6,64
19,"(335, 476)",bicycle,7,64
1,"(583, 62)",person,0,65
2,"(757, 135)",person,1,65
4,"(406, 245)",person,2,65
13,"(557, 138)",person,3,65
15,"(553, 153)",bicycle,4,65
17,"(374, 444)",person,5,65
18,"(530, 117)",person,6,65
19,"(352, 476)",bicycle,7,65
1,"(584, 62)",person,0,66
2,"(757, 135)",person,1,66
4,"(412, 230)",person,2,66
13,"(558, 137)",person,3,66
15,"(554, 151)",bicycle,4,66
17,"(392, 419)",person,5,66
18,"(531, 118)",person,6,66
19,"(371, 476)",bicycle,7,66
1,"(584, 63)",person,0,67
2,"(757, 135)",person,1,67
4,"(416, 209)",person,2,67
13,"(560, 136)",person,3,67
15,"(556, 149)",bicycle,4,67
17,"(408, 399)",person,5,67
18,"(530, 118)",person,6,67
19,"(388, 475)",bicycle,7,67
1,"(584, 63)",person,0,68
2,"(757, 135)",person,1,68
4,"(420, 202)",person,2,68
13,"(561, 135)",person,3,68
15,"(557, 147)",bicycle,4,68
17,"(423, 380)",person,5,68
18,"(531, 118)",person,6,68
19,"(405, 467)",bicycle,7,68
1,"(585, 62)",person,0,69
2,"(757, 135)",person,1,69
13,"(563, 132)",person,2,69
15,"(559, 144)",bicycle,3,69
17,"(434, 364)",person,4,69
18,"(530, 118)",person,5,69
19,"(420, 451)",bicycle,6,69
1,"(585, 62)",person,0,70
2,"(757, 135)",person,1,70
13,"(565, 130)",person,2,70
15,"(562, 142)",bicycle,3,70
17,"(445, 345)",person,4,70
18,"(531, 118)",person,5,70
19,"(433, 432)",bicycle,6,70
1,"(585, 62)",person,0,71
2,"(757, 135)",person,1,71
13,"(566, 128)",person,2,71
15,"(563, 140)",bicycle,3,71
17,"(454, 329)",person,4,71
18,"(531, 118)",person,5,71
19,"(446, 413)",bicycle,6,71
1,"(586, 62)",person,0,72
2,"(757, 135)",person,1,72
12,"(566, 136)",bicycle,2,72
13,"(568, 126)",person,3,72
15,"(564, 137)",bicycle,4,72
17,"(459, 309)",person,5,72
18,"(531, 118)",person,6,72
19,"(456, 395)",bicycle,7,72
1,"(586, 63)",person,0,73
2,"(757, 135)",person,1,73
12,"(568, 134)",bicycle,2,73
13,"(570, 124)",person,3,73
15,"(565, 135)",bicycle,4,73
17,"(464, 293)",person,5,73
18,"(532, 117)",person,6,73
19,"(467, 379)",bicycle,7,73
1,"(585, 63)",person,0,74
2,"(757, 135)",person,1,74
4,"(413, 191)",person,2,74
13,"(572, 122)",person,3,74
15,"(567, 134)",bicycle,4,74
17,"(473, 284)",person,5,74
18,"(532, 117)",person,6,74
19,"(474, 364)",bicycle,7,74
1,"(585, 62)",person,0,75
2,"(757, 135)",person,1,75
4,"(417, 189)",person,2,75
12,"(572, 131)",bicycle,3,75
13,"(575, 118)",person,4,75
15,"(569, 131)",bicycle,5,75
17,"(481, 278)",person,6,75
18,"(533, 117)",person,7,75
19,"(478, 350)",bicycle,8,75
1,"(586, 61)",person,0,76
2,"(757, 135)",person,1,76
4,"(421, 210)",person,2,76
12,"(573, 129)",bicycle,3,76
13,"(577, 118)",person,4,76
15,"(570, 130)",bicycle,5,76
17,"(488, 273)",person,6,76
18,"(534, 117)",person,7,76
19,"(485, 337)",bicycle,8,76
1,"(586, 61)",person,0,77
2,"(757, 135)",person,1,77
4,"(423, 216)",person,2,77
12,"(574, 127)",bicycle,3,77
13,"(579, 120)",person,4,77
15,"(572, 128)",bicycle,5,77
17,"(494, 272)",person,6,77
18,"(534, 116)",person,7,77
19,"(492, 325)",bicycle,8,77
22,"(602, 51)",person,9,77
1,"(586, 61)",person,0,78
2,"(757, 135)",person,1,78
4,"(426, 219)",person,2,78
13,"(581, 118)",person,3,78
15,"(575, 127)",bicycle,4,78
17,"(498, 267)",person,5,78
18,"(534, 116)",person,6,78
19,"(497, 314)",bicycle,7,78
22,"(602, 51)",person,8,78
23,"(481, 315)",bicycle,9,78
1,"(587, 60)",person,0,79
2,"(757, 135)",person,1,79
3,"(535, 116)",person,2,79
4,"(428, 219)",person,3,79
13,"(582, 117)",person,4,79
15,"(577, 126)",bicycle,5,79
17,"(501, 264)",person,6,79
18,"(535, 116)",person,7,79
19,"(502, 303)",bicycle,8,79
23,"(485, 305)",bicycle,9,79
1,"(587, 60)",person,0,80
2,"(757, 135)",person,1,80
3,"(535, 116)",person,2,80
4,"(430, 217)",person,3,80
13,"(584, 116)",person,4,80
15,"(578, 124)",bicycle,5,80
17,"(504, 261)",person,6,80
18,"(535, 116)",person,7,80
19,"(510, 292)",bicycle,8,80
23,"(489, 294)",bicycle,9,80
1,"(587, 58)",person,0,81
2,"(757, 135)",person,1,81
4,"(432, 216)",person,2,81
12,"(581, 123)",bicycle,3,81
13,"(584, 115)",person,4,81
15,"(581, 122)",bicycle,5,81
17,"(507, 256)",person,6,81
18,"(537, 115)",person,7,81
23,"(494, 285)",bicycle,8,81
1,"(587, 58)",person,0,82
2,"(757, 135)",person,1,82
4,"(432, 216)",person,2,82
12,"(582, 121)",bicycle,3,82
13,"(584, 114)",person,4,82
15,"(582, 121)",bicycle,5,82
17,"(511, 251)",person,6,82
18,"(538, 115)",person,7,82
23,"(499, 276)",bicycle,8,82
1,"(587, 57)",person,0,83
2,"(757, 135)",person,1,83
4,"(433, 215)",person,2,83
13,"(585, 110)",person,3,83
15,"(583, 119)",bicycle,4,83
17,"(513, 244)",person,5,83
18,"(539, 115)",person,6,83
23,"(501, 268)",bicycle,7,83
2,"(757, 135)",person,0,84
4,"(434, 211)",person,1,84
13,"(585, 107)",person,2,84
15,"(584, 118)",bicycle,3,84
17,"(516, 236)",person,4,84
18,"(540, 114)",person,5,84
19,"(521, 261)",bicycle,6,84
23,"(505, 261)",bicycle,7,84
2,"(757, 135)",person,0,85
4,"(437, 210)",person,1,85
13,"(585, 106)",person,2,85
15,"(585, 117)",bicycle,3,85
17,"(520, 227)",person,4,85
18,"(540, 114)",person,5,85
19,"(523, 254)",bicycle,6,85
23,"(508, 254)",bicycle,7,85
2,"(757, 135)",person,0,86
4,"(439, 209)",person,1,86
13,"(585, 106)",person,2,86
15,"(585, 116)",bicycle,3,86
17,"(522, 217)",person,4,86
18,"(540, 112)",person,5,86
19,"(529, 244)",bicycle,6,86
23,"(512, 246)",bicycle,7,86
2,"(757, 135)",person,0,87
4,"(442, 208)",person,1,87
13,"(584, 106)",person,2,87
15,"(585, 115)",bicycle,3,87
17,"(525, 211)",person,4,87
18,"(541, 110)",person,5,87
19,"(530, 240)",bicycle,6,87
23,"(516, 240)",bicycle,7,87
2,"(757, 135)",person,0,88
4,"(443, 207)",person,1,88
13,"(582, 105)",person,2,88
15,"(583, 113)",bicycle,3,88
17,"(527, 208)",person,4,88
18,"(541, 105)",person,5,88
19,"(534, 231)",bicycle,6,88
23,"(519, 233)",bicycle,7,88
2,"(757, 135)",person,0,89
4,"(445, 204)",person,1,89
13,"(582, 104)",person,2,89
15,"(583, 112)",bicycle,3,89
17,"(529, 202)",person,4,89
18,"(542, 99)",person,5,89
23,"(521, 228)",bicycle,6,89
2,"(757, 135)",person,0,90
4,"(446, 203)",person,1,90
13,"(581, 102)",person,2,90
15,"(582, 110)",bicycle,3,90
17,"(531, 199)",person,4,90
18,"(542, 95)",person,5,90
23,"(522, 222)",bicycle,6,90
2,"(757, 135)",person,0,91
4,"(446, 202)",person,1,91
13,"(581, 101)",person,2,91
15,"(581, 109)",bicycle,3,91
17,"(533, 195)",person,4,91
18,"(543, 92)",person,5,91
23,"(525, 217)",bicycle,6,91
1,"(586, 54)",person,0,92
2,"(757, 135)",person,1,92
4,"(446, 200)",person,2,92
13,"(579, 97)",person,3,92
15,"(580, 108)",bicycle,4,92
17,"(535, 189)",person,5,92
18,"(543, 90)",person,6,92
23,"(528, 211)",bicycle,7,92
1,"(586, 54)",person,0,93
2,"(757, 135)",person,1,93
4,"(448, 198)",person,2,93
12,"(578, 106)",bicycle,3,93
13,"(579, 96)",person,4,93
15,"(580, 107)",bicycle,5,93
17,"(537, 183)",person,6,93
18,"(543, 87)",person,7,93
23,"(530, 206)",bicycle,8,93
1,"(586, 56)",person,0,94
2,"(757, 135)",person,1,94
4,"(449, 197)",person,2,94
12,"(578, 105)",bicycle,3,94
13,"(577, 94)",person,4,94
17,"(538, 177)",person,5,94
18,"(543, 85)",person,6,94
23,"(532, 202)",bicycle,7,94
1,"(585, 57)",person,0,95
2,"(757, 135)",person,1,95
4,"(452, 195)",person,2,95
12,"(576, 104)",bicycle,3,95
13,"(576, 92)",person,4,95
17,"(541, 174)",person,5,95
18,"(544, 83)",person,6,95
23,"(533, 197)",bicycle,7,95
1,"(585, 58)",person,0,96
2,"(757, 135)",person,1,96
4,"(453, 195)",person,2,96
12,"(576, 103)",bicycle,3,96
13,"(575, 93)",person,4,96
17,"(542, 173)",person,5,96
18,"(546, 80)",person,6,96
23,"(535, 192)",bicycle,7,96
1,"(585, 58)",person,0,97
2,"(757, 135)",person,1,97
4,"(453, 194)",person,2,97
12,"(575, 102)",bicycle,3,97
13,"(574, 95)",person,4,97
17,"(544, 173)",person,5,97
18,"(547, 80)",person,6,97
23,"(537, 188)",bicycle,7,97
1,"(584, 60)",person,0,98
2,"(756, 135)",person,1,98
4,"(454, 193)",person,2,98
12,"(575, 101)",bicycle,3,98
13,"(573, 96)",person,4,98
17,"(545, 170)",person,5,98
18,"(547, 77)",person,6,98
23,"(538, 185)",bicycle,7,98
1,"(584, 60)",person,0,99
2,"(756, 135)",person,1,99
4,"(456, 191)",person,2,99
13,"(572, 95)",person,3,99
17,"(547, 167)",person,4,99
18,"(546, 75)",person,5,99
19,"(543, 180)",bicycle,6,99
23,"(541, 181)",bicycle,7,99
1,"(584, 60)",person,0,100
2,"(756, 135)",person,1,100
4,"(458, 190)",person,2,100
13,"(572, 91)",person,3,100
17,"(549, 163)",person,4,100
18,"(545, 73)",person,5,100
19,"(545, 175)",bicycle,6,100
23,"(542, 177)",bicycle,7,100
1,"(584, 60)",person,0,101
2,"(757, 135)",person,1,101
4,"(460, 188)",person,2,101
13,"(571, 88)",person,3,101
17,"(550, 157)",person,4,101
18,"(545, 72)",person,5,101
23,"(544, 174)",bicycle,6,101
1,"(584, 60)",person,0,102
2,"(757, 135)",person,1,102
4,"(460, 187)",person,2,102
13,"(572, 87)",person,3,102
17,"(551, 151)",person,4,102
18,"(542, 72)",person,5,102
23,"(546, 170)",bicycle,6,102
1,"(585, 60)",person,0,103
2,"(756, 135)",person,1,103
4,"(460, 186)",person,2,103
13,"(572, 88)",person,3,103
17,"(552, 150)",person,4,103
18,"(542, 73)",person,5,103
23,"(548, 165)",bicycle,6,103
1,"(585, 60)",person,0,104
2,"(757, 134)",person,1,104
4,"(460, 185)",person,2,104
13,"(571, 84)",person,3,104
17,"(553, 149)",person,4,104
18,"(541, 74)",person,5,104
23,"(550, 163)",bicycle,6,104
1,"(585, 60)",person,0,105
2,"(757, 134)",person,1,105
4,"(463, 183)",person,2,105
13,"(571, 81)",person,3,105
17,"(555, 146)",person,4,105
18,"(541, 78)",person,5,105
23,"(551, 161)",bicycle,6,105
1,"(586, 60)",person,0,106
2,"(757, 133)",person,1,106
4,"(465, 181)",person,2,106
13,"(571, 78)",person,3,106
17,"(556, 144)",person,4,106
18,"(542, 79)",person,5,106
23,"(553, 158)",bicycle,6,106
1,"(586, 60)",person,0,107
2,"(757, 133)",person,1,107
4,"(466, 180)",person,2,107
13,"(572, 76)",person,3,107
17,"(558, 140)",person,4,107
18,"(543, 77)",person,5,107
23,"(554, 156)",bicycle,6,107
1,"(586, 59)",person,0,108
2,"(757, 134)",person,1,108
4,"(468, 179)",person,2,108
13,"(572, 77)",person,3,108
17,"(559, 136)",person,4,108
18,"(544, 77)",person,5,108
23,"(555, 153)",bicycle,6,108
1,"(586, 59)",person,0,109
2,"(757, 134)",person,1,109
3,"(603, 54)",person,2,109
4,"(469, 178)",person,3,109
13,"(573, 77)",person,4,109
17,"(560, 133)",person,5,109
18,"(544, 79)",person,6,109
23,"(555, 150)",bicycle,7,109
1,"(586, 59)",person,0,110
2,"(757, 134)",person,1,110
3,"(604, 53)",person,2,110
4,"(470, 177)",person,3,110
13,"(573, 77)",person,4,110
17,"(561, 132)",person,5,110
18,"(545, 80)",person,6,110
23,"(556, 147)",bicycle,7,110
1,"(586, 58)",person,0,111
2,"(757, 134)",person,1,111
3,"(606, 51)",person,2,111
4,"(472, 175)",person,3,111
13,"(574, 78)",person,4,111
17,"(562, 132)",person,5,111
18,"(545, 80)",person,6,111
23,"(557, 145)",bicycle,7,111
1,"(586, 57)",person,0,112
2,"(757, 134)",person,1,112
4,"(474, 176)",person,2,112
13,"(575, 78)",person,3,112
17,"(563, 133)",person,4,112
18,"(545, 80)",person,5,112
23,"(558, 142)",bicycle,6,112
1,"(586, 57)",person,0,113
2,"(757, 134)",person,1,113
4,"(474, 175)",person,2,113
13,"(576, 77)",person,3,113
17,"(563, 131)",person,4,113
18,"(545, 78)",person,5,113
22,"(603, 54)",person,6,113
23,"(559, 140)",bicycle,7,113
1,"(587, 57)",person,0,114
2,"(757, 135)",person,1,114
4,"(475, 172)",person,2,114
13,"(576, 76)",person,3,114
17,"(565, 128)",person,4,114
18,"(545, 78)",person,5,114
22,"(603, 55)",person,6,114
23,"(560, 137)",bicycle,7,114
1,"(587, 56)",person,0,115
2,"(757, 135)",person,1,115
4,"(476, 171)",person,2,115
13,"(577, 71)",person,3,115
17,"(565, 123)",person,4,115
22,"(604, 55)",person,5,115
23,"(564, 135)",bicycle,6,115
25,"(544, 104)",person,7,115
1,"(587, 56)",person,0,116
2,"(757, 135)",person,1,116
4,"(477, 170)",person,2,116
13,"(577, 72)",person,3,116
17,"(566, 121)",person,4,116
19,"(545, 105)",bicycle,5,116
22,"(604, 55)",person,6,116
23,"(566, 133)",bicycle,7,116
25,"(545, 104)",person,8,116
1,"(587, 56)",person,0,117
2,"(757, 135)",person,1,117
4,"(478, 169)",person,2,117
13,"(577, 71)",person,3,117
17,"(567, 120)",person,4,117
19,"(546, 104)",bicycle,5,117
22,"(604, 55)",person,6,117
23,"(567, 131)",bicycle,7,117
25,"(545, 103)",person,8,117
1,"(587, 56)",person,0,118
2,"(757, 135)",person,1,118
4,"(479, 166)",person,2,118
13,"(578, 70)",person,3,118
17,"(568, 118)",person,4,118
19,"(546, 102)",bicycle,5,118
22,"(604, 55)",person,6,118
23,"(566, 129)",bicycle,7,118
25,"(546, 103)",person,8,118
1,"(587, 55)",person,0,119
2,"(757, 135)",person,1,119
4,"(479, 166)",person,2,119
17,"(570, 116)",person,3,119
19,"(546, 98)",bicycle,4,119
22,"(604, 55)",person,5,119
23,"(566, 127)",bicycle,6,119
25,"(547, 102)",person,7,119
1,"(586, 55)",person,0,120
2,"(757, 135)",person,1,120
4,"(479, 165)",person,2,120
17,"(570, 115)",person,3,120
19,"(547, 101)",bicycle,4,120
22,"(605, 55)",person,5,120
23,"(567, 126)",bicycle,6,120
25,"(548, 101)",person,7,120
1,"(586, 54)",person,0,121
2,"(757, 135)",person,1,121
4,"(480, 164)",person,2,121
13,"(581, 66)",person,3,121
17,"(571, 113)",person,4,121
19,"(548, 101)",bicycle,5,121
22,"(604, 55)",person,6,121
23,"(567, 124)",bicycle,7,121
25,"(548, 102)",person,8,121
2,"(757, 135)",person,0,122
4,"(481, 163)",person,1,122
12,"(582, 61)",bicycle,2,122
13,"(581, 64)",person,3,122
17,"(572, 110)",person,4,122
19,"(549, 101)",bicycle,5,122
22,"(605, 56)",person,6,122
23,"(568, 122)",bicycle,7,122
25,"(549, 102)",person,8,122
2,"(757, 135)",person,0,123
4,"(482, 162)",person,1,123
12,"(583, 59)",bicycle,2,123
17,"(573, 110)",person,3,123
19,"(549, 99)",bicycle,4,123
22,"(605, 55)",person,5,123
23,"(569, 121)",bicycle,6,123
25,"(549, 103)",person,7,123
2,"(757, 135)",person,0,124
4,"(483, 161)",person,1,124
17,"(574, 110)",person,2,124
19,"(547, 101)",bicycle,3,124
22,"(605, 55)",person,4,124
23,"(570, 119)",bicycle,5,124
25,"(549, 102)",person,6,124
2,"(757, 134)",person,0,125
4,"(484, 161)",person,1,125
