Target_ID_max,Target_Class_max,Vx_max,Vy_max,ax_max,ay_max,TIT_T1_max,TET_T1_max,TIT_T2_max,TET_T2_max,TIT_T3_max,TET_T3_max,Gap_Factor_max,Vx_min,Vy_min,ax_min,ay_min,TTC_min,Gap_Factor_min,Vx_mean,Vy_mean,ax_mean,ay_mean,Gap_Factor_mean
252,person,2.066694515673998,0.042151589259775,2.454867633175647,0.0124224845525959,0.0,0.0,0.0,0.0,0.47609509862310073,0.1,2.7010941902796426,-3.3673650271718465,0.0039241760131315,-2.007858744262732,-0.0053403105436725,3.5239049013768993,0.0,-0.1488340638278789,0.019128201801012622,0.21144494611471187,0.00087010398070604,0.40143317513995697
253,bicycleperson,2.1332795524999995,0.0778478698101465,1.0386335361206402,0.023757840352489,0.0,0.0,0.7958504161463655,0.1,1.7958504161463655,0.1,2.34486452738444,-1.7050625013248784,-0.0241303473799691,-2.864517382247314,-0.0226361587235179,2.2041495838536345,0.0,1.0683695929531583,0.013365973262178844,-0.23039770466290585,0.004430786127356168,0.2291904962424076
262,person,1.002731602033812,0.1040418043926041,1.1253917747515771,0.0786473002871663,1.8764349864201597,0.1,2.8764349864201595,0.1,3.8764349864201595,0.1,2.0843944549560547,-1.790111166405211,-0.1008351611932019,-1.7619237519382125,-0.0256603266534913,0.12356501357984039,0.48616271548801,-0.3110250812853626,0.01603690860306362,-0.020457572919344764,0.0055057109243702,1.34413599688067
265,person,0.4199111673941829,0.0400980691654049,1.0445589991202695,0.0270462058819171,1.76202344079593,0.1,2.76202344079593,0.1,3.76202344079593,0.1,2.012293964624405,-0.9660950214130466,-0.0613257665693067,-0.699614337560142,-0.0044886201710099,0.23797655920406982,0.48616271548801,-0.19578022107387505,0.0020411944157083814,-0.018116491719465232,0.006021232451989858,1.2414459812095742
266,person,2.467084561570431,0.1529563917113527,2.37742268335996,0.0359029117098501,1.6005270950340786,0.1,2.600527095034079,0.1,3.600527095034079,0.1,1.7172424048185349,-1.3752041355787623,-0.0968051568262899,-2.253407001549192,-0.0382052857069021,0.3994729049659213,0.2639339500003391,1.0793215590806924,0.013640668203076514,-0.0049834280973323685,0.013182729639835458,0.7877367436210044
267,person,-0.0850738571136275,0.4271581138556253,0.0,0.0,0.0,0.0,0.08015595179211576,0.1,1.0801559517921158,0.1,1.0928603410720825,-0.1124596581222808,0.255398966036178,-0.0091286003362177,-0.057253049273149,2.9198440482078842,0.0,-0.09420245744984528,0.3699050645824762,-0.0030428667787392332,-0.01908434975771633,0.5320586079642886
269,bicycleperson,3.956212077162476,0.5741600337529289,3.711659141628978,0.3283406813912906,1.8764349864201597,0.1,2.8764349864201595,0.1,3.8764349864201595,0.1,3.4777291814486184,-2.3062129085025447,-0.0047613273797999,-1.8806788713637344,-0.1412722707088024,0.12356501357984039,0.0,0.2532363440358169,0.21264898749426972,0.24263795507694347,0.022580549711229227,0.8175167585360099
271,bicycleperson,-1.843753527670504,-0.1562111552996681,0.171824758708901,0.0086985834253394,1.9792604723202862,0.1,2.9792604723202865,0.1,3.9792604723202865,0.1,2.7313539534807205,-2.311996640377753,-0.1700441661793418,-0.468243112707249,-0.0076517357697822,0.02073952767971368,0.4825982385211521,-2.0500859325929772,-0.16354605166300404,-0.025724320903430114,0.0003738741626980715,0.9468285737056581
275,person,-0.5584315502631405,0.4016107515681038,0.0,0.0,0.0,0.0,0.0,0.0,0.15523019192645027,0.1,0.4443936688559396,-1.817857585879512,0.2281577919179996,-0.6297130178081858,-0.086726479825052,3.8447698080735497,0.0,-0.9782402288019311,0.34379309835140237,-0.20990433926939525,-0.028908826608350664,0.23213992547736595
276,person,1.5161186040494954,0.147262033860694,0.6134598328633274,0.0348075961050983,1.6501659938474473,0.1,2.6501659938474473,0.1,3.6501659938474473,0.1,1.2240794897079468,0.6506320474509693,-0.0299705356474442,-0.306025324976062,0.0,0.3498340061525527,0.17163116591317312,1.0414896987519209,0.0606085867892177,0.04834398364934342,0.016112051773467074,0.5873787850356549
